candidate,session_date,year,period,side,signal_ts,entry_ts,exit_ts,entry,exit,stop_points,target,exit_kind,gross_points,net_dollars
fixed_1r,2022-09-05,2022,Validation,short,2022-09-05 10:11:00-04:00,2022-09-05 10:12:00-04:00,2022-09-05 12:59:00-04:00,12143.75,12136.0,87.5,87.5pt,session_time,7.75,13.5
fixed_1p5r,2022-09-05,2022,Validation,short,2022-09-05 10:11:00-04:00,2022-09-05 10:12:00-04:00,2022-09-05 12:59:00-04:00,12143.75,12136.0,87.5,131.25pt,session_time,7.75,13.5
fixed_2r,2022-09-05,2022,Validation,short,2022-09-05 10:11:00-04:00,2022-09-05 10:12:00-04:00,2022-09-05 12:59:00-04:00,12143.75,12136.0,87.5,175.0pt,session_time,7.75,13.5
partial_midpoint_1p5r,2022-09-05,2022,Validation,short,2022-09-05 10:11:00-04:00,2022-09-05 10:12:00-04:00,2022-09-05 12:59:00-04:00,12143.75,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,7.75,13.5
timeboxed_1r_30m,2022-09-05,2022,Validation,short,2022-09-05 10:11:00-04:00,2022-09-05 10:12:00-04:00,2022-09-05 10:42:00-04:00,12143.75,12151.5,87.5,87.5pt,timebox,-7.75,-17.5
fixed_1r,2022-09-06,2022,Validation,long,2022-09-06 10:39:00-04:00,2022-09-06 10:40:00-04:00,2022-09-06 10:58:00-04:00,12024.5,12112.0,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-06,2022,Validation,long,2022-09-06 10:39:00-04:00,2022-09-06 10:40:00-04:00,2022-09-06 15:55:00-04:00,12024.5,12003.0,87.5,131.25pt,session_time,-21.5,-45.0
fixed_2r,2022-09-06,2022,Validation,long,2022-09-06 10:39:00-04:00,2022-09-06 10:40:00-04:00,2022-09-06 15:55:00-04:00,12024.5,12003.0,87.5,175.0pt,session_time,-21.5,-45.0
partial_midpoint_1p5r,2022-09-06,2022,Validation,long,2022-09-06 10:39:00-04:00,2022-09-06 10:40:00-04:00,2022-09-06 15:55:00-04:00,12024.5,,87.5,50% midpoint / 50% 1.5R,target / session_time,24.25,46.5
timeboxed_1r_30m,2022-09-06,2022,Validation,long,2022-09-06 10:39:00-04:00,2022-09-06 10:40:00-04:00,2022-09-06 10:58:00-04:00,12024.5,12112.0,87.5,87.5pt,target,87.5,173.0
fixed_1r,2022-09-07,2022,Validation,short,2022-09-07 11:17:00-04:00,2022-09-07 11:18:00-04:00,2022-09-07 13:46:00-04:00,12127.5,12215.0,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-07,2022,Validation,short,2022-09-07 11:17:00-04:00,2022-09-07 11:18:00-04:00,2022-09-07 13:46:00-04:00,12127.5,12215.0,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-07,2022,Validation,short,2022-09-07 11:17:00-04:00,2022-09-07 11:18:00-04:00,2022-09-07 13:46:00-04:00,12127.5,12215.0,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-07,2022,Validation,short,2022-09-07 11:17:00-04:00,2022-09-07 11:18:00-04:00,2022-09-07 13:46:00-04:00,12127.5,,87.5,50% midpoint / 50% 1.5R,stop / stop,-87.5,-177.0
timeboxed_1r_30m,2022-09-07,2022,Validation,short,2022-09-07 11:17:00-04:00,2022-09-07 11:18:00-04:00,2022-09-07 11:48:00-04:00,12127.5,12142.75,87.5,87.5pt,timebox,-15.25,-32.5
fixed_1r,2022-09-08,2022,Validation,short,2022-09-08 10:22:00-04:00,2022-09-08 10:23:00-04:00,2022-09-08 11:00:00-04:00,12262.0,12349.5,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-08,2022,Validation,short,2022-09-08 10:22:00-04:00,2022-09-08 10:23:00-04:00,2022-09-08 11:00:00-04:00,12262.0,12349.5,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-08,2022,Validation,short,2022-09-08 10:22:00-04:00,2022-09-08 10:23:00-04:00,2022-09-08 11:00:00-04:00,12262.0,12349.5,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-08,2022,Validation,short,2022-09-08 10:22:00-04:00,2022-09-08 10:23:00-04:00,2022-09-08 11:00:00-04:00,12262.0,,87.5,50% midpoint / 50% 1.5R,stop / stop,-87.5,-177.0
timeboxed_1r_30m,2022-09-08,2022,Validation,short,2022-09-08 10:22:00-04:00,2022-09-08 10:23:00-04:00,2022-09-08 10:53:00-04:00,12262.0,12314.25,87.5,87.5pt,timebox,-52.25,-106.5
fixed_1r,2022-09-09,2022,Validation,short,2022-09-09 10:24:00-04:00,2022-09-09 10:25:00-04:00,2022-09-09 13:12:00-04:00,12500.75,12588.25,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-09,2022,Validation,short,2022-09-09 10:24:00-04:00,2022-09-09 10:25:00-04:00,2022-09-09 13:12:00-04:00,12500.75,12588.25,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-09,2022,Validation,short,2022-09-09 10:24:00-04:00,2022-09-09 10:25:00-04:00,2022-09-09 13:12:00-04:00,12500.75,12588.25,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-09,2022,Validation,short,2022-09-09 10:24:00-04:00,2022-09-09 10:25:00-04:00,2022-09-09 13:12:00-04:00,12500.75,,87.5,50% midpoint / 50% 1.5R,stop / stop,-87.5,-177.0
timeboxed_1r_30m,2022-09-09,2022,Validation,short,2022-09-09 10:24:00-04:00,2022-09-09 10:25:00-04:00,2022-09-09 10:55:00-04:00,12500.75,12549.25,87.5,87.5pt,timebox,-48.5,-99.0
fixed_1r,2022-09-12,2022,Validation,short,2022-09-12 10:01:00-04:00,2022-09-12 10:02:00-04:00,2022-09-12 12:10:00-04:00,12813.75,12726.25,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-12,2022,Validation,short,2022-09-12 10:01:00-04:00,2022-09-12 10:02:00-04:00,2022-09-12 15:55:00-04:00,12813.75,12813.25,87.5,131.25pt,session_time,0.5,-1.0
fixed_2r,2022-09-12,2022,Validation,short,2022-09-12 10:01:00-04:00,2022-09-12 10:02:00-04:00,2022-09-12 15:55:00-04:00,12813.75,12813.25,87.5,175.0pt,session_time,0.5,-1.0
partial_midpoint_1p5r,2022-09-12,2022,Validation,short,2022-09-12 10:01:00-04:00,2022-09-12 10:02:00-04:00,2022-09-12 15:55:00-04:00,12813.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,22.6875,43.375
timeboxed_1r_30m,2022-09-12,2022,Validation,short,2022-09-12 10:01:00-04:00,2022-09-12 10:02:00-04:00,2022-09-12 10:32:00-04:00,12813.75,12830.0,87.5,87.5pt,timebox,-16.25,-34.5
fixed_1r,2022-09-13,2022,Validation,long,2022-09-13 10:06:00-04:00,2022-09-13 10:07:00-04:00,2022-09-13 10:50:00-04:00,12388.75,12301.25,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-13,2022,Validation,long,2022-09-13 10:06:00-04:00,2022-09-13 10:07:00-04:00,2022-09-13 10:50:00-04:00,12388.75,12301.25,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-13,2022,Validation,long,2022-09-13 10:06:00-04:00,2022-09-13 10:07:00-04:00,2022-09-13 10:50:00-04:00,12388.75,12301.25,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-13,2022,Validation,long,2022-09-13 10:06:00-04:00,2022-09-13 10:07:00-04:00,2022-09-13 10:50:00-04:00,12388.75,,87.5,50% midpoint / 50% 1.5R,stop / stop,-87.5,-177.0
timeboxed_1r_30m,2022-09-13,2022,Validation,long,2022-09-13 10:06:00-04:00,2022-09-13 10:07:00-04:00,2022-09-13 10:37:00-04:00,12388.75,12345.75,87.5,87.5pt,timebox,-43.0,-88.0
fixed_1r,2022-09-14,2022,Validation,short,2022-09-14 10:55:00-04:00,2022-09-14 10:56:00-04:00,2022-09-14 15:16:00-04:00,12197.0,12109.5,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-14,2022,Validation,short,2022-09-14 10:55:00-04:00,2022-09-14 10:56:00-04:00,2022-09-14 15:55:00-04:00,12197.0,12195.0,87.5,131.25pt,session_time,2.0,2.0
fixed_2r,2022-09-14,2022,Validation,short,2022-09-14 10:55:00-04:00,2022-09-14 10:56:00-04:00,2022-09-14 15:55:00-04:00,12197.0,12195.0,87.5,175.0pt,session_time,2.0,2.0
partial_midpoint_1p5r,2022-09-14,2022,Validation,short,2022-09-14 10:55:00-04:00,2022-09-14 10:56:00-04:00,2022-09-14 15:55:00-04:00,12197.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,21.3125,40.625
timeboxed_1r_30m,2022-09-14,2022,Validation,short,2022-09-14 10:55:00-04:00,2022-09-14 10:56:00-04:00,2022-09-14 11:26:00-04:00,12197.0,12212.25,87.5,87.5pt,timebox,-15.25,-32.5
fixed_1r,2022-09-15,2022,Validation,short,2022-09-15 10:01:00-04:00,2022-09-15 10:02:00-04:00,2022-09-15 10:27:00-04:00,12215.75,12128.25,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-15,2022,Validation,short,2022-09-15 10:01:00-04:00,2022-09-15 10:02:00-04:00,2022-09-15 10:50:00-04:00,12215.75,12084.5,87.5,131.25pt,target,131.25,260.5
fixed_2r,2022-09-15,2022,Validation,short,2022-09-15 10:01:00-04:00,2022-09-15 10:02:00-04:00,2022-09-15 10:52:00-04:00,12215.75,12040.75,87.5,175.0pt,target,175.0,348.0
partial_midpoint_1p5r,2022-09-15,2022,Validation,short,2022-09-15 10:01:00-04:00,2022-09-15 10:02:00-04:00,2022-09-15 10:50:00-04:00,12215.75,,87.5,50% midpoint / 50% 1.5R,target / target,90.9375,179.875
timeboxed_1r_30m,2022-09-15,2022,Validation,short,2022-09-15 10:01:00-04:00,2022-09-15 10:02:00-04:00,2022-09-15 10:27:00-04:00,12215.75,12128.25,87.5,87.5pt,target,87.5,173.0
fixed_1r,2022-09-16,2022,Validation,short,2022-09-16 10:14:00-04:00,2022-09-16 10:15:00-04:00,2022-09-16 12:27:00-04:00,11868.25,11780.75,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-16,2022,Validation,short,2022-09-16 10:14:00-04:00,2022-09-16 10:15:00-04:00,2022-09-16 15:55:00-04:00,11868.25,11930.25,87.5,131.25pt,session_time,-62.0,-126.0
fixed_2r,2022-09-16,2022,Validation,short,2022-09-16 10:14:00-04:00,2022-09-16 10:15:00-04:00,2022-09-16 15:55:00-04:00,11868.25,11930.25,87.5,175.0pt,session_time,-62.0,-126.0
partial_midpoint_1p5r,2022-09-16,2022,Validation,short,2022-09-16 10:14:00-04:00,2022-09-16 10:15:00-04:00,2022-09-16 15:55:00-04:00,11868.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,-10.1875,-22.375
timeboxed_1r_30m,2022-09-16,2022,Validation,short,2022-09-16 10:14:00-04:00,2022-09-16 10:15:00-04:00,2022-09-16 10:45:00-04:00,11868.25,11867.75,87.5,87.5pt,timebox,0.5,-1.0
fixed_1r,2022-09-19,2022,Validation,short,2022-09-19 11:21:00-04:00,2022-09-19 11:22:00-04:00,2022-09-19 15:28:00-04:00,11929.0,12016.5,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-19,2022,Validation,short,2022-09-19 11:21:00-04:00,2022-09-19 11:22:00-04:00,2022-09-19 15:28:00-04:00,11929.0,12016.5,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-19,2022,Validation,short,2022-09-19 11:21:00-04:00,2022-09-19 11:22:00-04:00,2022-09-19 15:28:00-04:00,11929.0,12016.5,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-19,2022,Validation,short,2022-09-19 11:21:00-04:00,2022-09-19 11:22:00-04:00,2022-09-19 15:28:00-04:00,11929.0,,87.5,50% midpoint / 50% 1.5R,target / stop,-15.875,-33.75
timeboxed_1r_30m,2022-09-19,2022,Validation,short,2022-09-19 11:21:00-04:00,2022-09-19 11:22:00-04:00,2022-09-19 11:52:00-04:00,11929.0,11900.75,87.5,87.5pt,timebox,28.25,54.5
fixed_1r,2022-09-20,2022,Validation,short,2022-09-20 11:02:00-04:00,2022-09-20 11:03:00-04:00,2022-09-20 13:31:00-04:00,11944.25,11856.75,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-20,2022,Validation,short,2022-09-20 11:02:00-04:00,2022-09-20 11:03:00-04:00,2022-09-20 15:55:00-04:00,11944.25,11931.0,87.5,131.25pt,session_time,13.25,24.5
fixed_2r,2022-09-20,2022,Validation,short,2022-09-20 11:02:00-04:00,2022-09-20 11:03:00-04:00,2022-09-20 15:55:00-04:00,11944.25,11931.0,87.5,175.0pt,session_time,13.25,24.5
partial_midpoint_1p5r,2022-09-20,2022,Validation,short,2022-09-20 11:02:00-04:00,2022-09-20 11:03:00-04:00,2022-09-20 15:55:00-04:00,11944.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,20.25,38.5
timeboxed_1r_30m,2022-09-20,2022,Validation,short,2022-09-20 11:02:00-04:00,2022-09-20 11:03:00-04:00,2022-09-20 11:33:00-04:00,11944.25,11969.75,87.5,87.5pt,timebox,-25.5,-53.0
fixed_1r,2022-09-21,2022,Validation,short,2022-09-21 12:38:00-04:00,2022-09-21 12:39:00-04:00,2022-09-21 14:00:00-04:00,11994.75,11907.25,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-21,2022,Validation,short,2022-09-21 12:38:00-04:00,2022-09-21 12:39:00-04:00,2022-09-21 14:01:00-04:00,11994.75,11863.5,87.5,131.25pt,target,131.25,260.5
fixed_2r,2022-09-21,2022,Validation,short,2022-09-21 12:38:00-04:00,2022-09-21 12:39:00-04:00,2022-09-21 14:04:00-04:00,11994.75,11819.75,87.5,175.0pt,target,175.0,348.0
partial_midpoint_1p5r,2022-09-21,2022,Validation,short,2022-09-21 12:38:00-04:00,2022-09-21 12:39:00-04:00,2022-09-21 14:01:00-04:00,11994.75,,87.5,50% midpoint / 50% 1.5R,target / target,79.125,156.25
timeboxed_1r_30m,2022-09-21,2022,Validation,short,2022-09-21 12:38:00-04:00,2022-09-21 12:39:00-04:00,2022-09-21 13:09:00-04:00,11994.75,11982.25,87.5,87.5pt,timebox,12.5,23.0
fixed_1r,2022-09-22,2022,Validation,long,2022-09-22 10:04:00-04:00,2022-09-22 10:05:00-04:00,2022-09-22 15:47:00-04:00,11579.75,11667.25,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-22,2022,Validation,long,2022-09-22 10:04:00-04:00,2022-09-22 10:05:00-04:00,2022-09-22 15:55:00-04:00,11579.75,11579.0,87.5,131.25pt,session_time,-0.75,-3.5
fixed_2r,2022-09-22,2022,Validation,long,2022-09-22 10:04:00-04:00,2022-09-22 10:05:00-04:00,2022-09-22 15:55:00-04:00,11579.75,11579.0,87.5,175.0pt,session_time,-0.75,-3.5
partial_midpoint_1p5r,2022-09-22,2022,Validation,long,2022-09-22 10:04:00-04:00,2022-09-22 10:05:00-04:00,2022-09-22 15:55:00-04:00,11579.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,23.25,44.5
timeboxed_1r_30m,2022-09-22,2022,Validation,long,2022-09-22 10:04:00-04:00,2022-09-22 10:05:00-04:00,2022-09-22 10:35:00-04:00,11579.75,11590.0,87.5,87.5pt,timebox,10.25,18.5
fixed_1r,2022-09-23,2022,Validation,long,2022-09-23 10:04:00-04:00,2022-09-23 10:05:00-04:00,2022-09-23 14:14:00-04:00,11356.75,11269.25,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-23,2022,Validation,long,2022-09-23 10:04:00-04:00,2022-09-23 10:05:00-04:00,2022-09-23 14:14:00-04:00,11356.75,11269.25,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-23,2022,Validation,long,2022-09-23 10:04:00-04:00,2022-09-23 10:05:00-04:00,2022-09-23 14:14:00-04:00,11356.75,11269.25,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-23,2022,Validation,long,2022-09-23 10:04:00-04:00,2022-09-23 10:05:00-04:00,2022-09-23 14:14:00-04:00,11356.75,,87.5,50% midpoint / 50% 1.5R,target / stop,-16.8125,-35.625
timeboxed_1r_30m,2022-09-23,2022,Validation,long,2022-09-23 10:04:00-04:00,2022-09-23 10:05:00-04:00,2022-09-23 10:35:00-04:00,11356.75,11364.25,87.5,87.5pt,timebox,7.5,13.0
fixed_1r,2022-09-26,2022,Validation,short,2022-09-26 10:02:00-04:00,2022-09-26 10:03:00-04:00,2022-09-26 11:09:00-04:00,11492.25,11404.75,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-26,2022,Validation,short,2022-09-26 10:02:00-04:00,2022-09-26 10:03:00-04:00,2022-09-26 11:45:00-04:00,11492.25,11361.0,87.5,131.25pt,target,131.25,260.5
fixed_2r,2022-09-26,2022,Validation,short,2022-09-26 10:02:00-04:00,2022-09-26 10:03:00-04:00,2022-09-26 12:32:00-04:00,11492.25,11317.25,87.5,175.0pt,target,175.0,348.0
partial_midpoint_1p5r,2022-09-26,2022,Validation,short,2022-09-26 10:02:00-04:00,2022-09-26 10:03:00-04:00,2022-09-26 11:45:00-04:00,11492.25,,87.5,50% midpoint / 50% 1.5R,target / target,102.0,202.0
timeboxed_1r_30m,2022-09-26,2022,Validation,short,2022-09-26 10:02:00-04:00,2022-09-26 10:03:00-04:00,2022-09-26 10:33:00-04:00,11492.25,11505.5,87.5,87.5pt,timebox,-13.25,-28.5
fixed_1r,2022-09-27,2022,Validation,long,2022-09-27 10:18:00-04:00,2022-09-27 10:19:00-04:00,2022-09-27 11:28:00-04:00,11464.75,11377.25,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-27,2022,Validation,long,2022-09-27 10:18:00-04:00,2022-09-27 10:19:00-04:00,2022-09-27 11:28:00-04:00,11464.75,11377.25,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-27,2022,Validation,long,2022-09-27 10:18:00-04:00,2022-09-27 10:19:00-04:00,2022-09-27 11:28:00-04:00,11464.75,11377.25,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-27,2022,Validation,long,2022-09-27 10:18:00-04:00,2022-09-27 10:19:00-04:00,2022-09-27 11:28:00-04:00,11464.75,,87.5,50% midpoint / 50% 1.5R,stop / stop,-87.5,-177.0
timeboxed_1r_30m,2022-09-27,2022,Validation,long,2022-09-27 10:18:00-04:00,2022-09-27 10:19:00-04:00,2022-09-27 10:49:00-04:00,11464.75,11499.0,87.5,87.5pt,timebox,34.25,66.5
fixed_1r,2022-09-28,2022,Validation,short,2022-09-28 10:01:00-04:00,2022-09-28 10:02:00-04:00,2022-09-28 10:45:00-04:00,11340.0,11427.5,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-28,2022,Validation,short,2022-09-28 10:01:00-04:00,2022-09-28 10:02:00-04:00,2022-09-28 10:45:00-04:00,11340.0,11427.5,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-28,2022,Validation,short,2022-09-28 10:01:00-04:00,2022-09-28 10:02:00-04:00,2022-09-28 10:45:00-04:00,11340.0,11427.5,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-28,2022,Validation,short,2022-09-28 10:01:00-04:00,2022-09-28 10:02:00-04:00,2022-09-28 10:45:00-04:00,11340.0,,87.5,50% midpoint / 50% 1.5R,target / stop,-28.4375,-58.875
timeboxed_1r_30m,2022-09-28,2022,Validation,short,2022-09-28 10:01:00-04:00,2022-09-28 10:02:00-04:00,2022-09-28 10:32:00-04:00,11340.0,11386.5,87.5,87.5pt,timebox,-46.5,-95.0
fixed_1r,2022-09-29,2022,Validation,long,2022-09-29 11:07:00-04:00,2022-09-29 11:08:00-04:00,2022-09-29 13:50:00-04:00,11244.0,11156.5,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-09-29,2022,Validation,long,2022-09-29 11:07:00-04:00,2022-09-29 11:08:00-04:00,2022-09-29 13:50:00-04:00,11244.0,11156.5,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-09-29,2022,Validation,long,2022-09-29 11:07:00-04:00,2022-09-29 11:08:00-04:00,2022-09-29 13:50:00-04:00,11244.0,11156.5,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-09-29,2022,Validation,long,2022-09-29 11:07:00-04:00,2022-09-29 11:08:00-04:00,2022-09-29 13:50:00-04:00,11244.0,,87.5,50% midpoint / 50% 1.5R,stop / stop,-87.5,-177.0
timeboxed_1r_30m,2022-09-29,2022,Validation,long,2022-09-29 11:07:00-04:00,2022-09-29 11:08:00-04:00,2022-09-29 11:38:00-04:00,11244.0,11216.5,87.5,87.5pt,timebox,-27.5,-57.0
fixed_1r,2022-09-30,2022,Validation,short,2022-09-30 11:44:00-04:00,2022-09-30 11:45:00-04:00,2022-09-30 13:37:00-04:00,11264.25,11176.75,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-09-30,2022,Validation,short,2022-09-30 11:44:00-04:00,2022-09-30 11:45:00-04:00,2022-09-30 14:44:00-04:00,11264.25,11133.0,87.5,131.25pt,target,131.25,260.5
fixed_2r,2022-09-30,2022,Validation,short,2022-09-30 11:44:00-04:00,2022-09-30 11:45:00-04:00,2022-09-30 15:28:00-04:00,11264.25,11089.25,87.5,175.0pt,target,175.0,348.0
partial_midpoint_1p5r,2022-09-30,2022,Validation,short,2022-09-30 11:44:00-04:00,2022-09-30 11:45:00-04:00,2022-09-30 14:44:00-04:00,11264.25,,87.5,50% midpoint / 50% 1.5R,target / target,95.5,189.0
timeboxed_1r_30m,2022-09-30,2022,Validation,short,2022-09-30 11:44:00-04:00,2022-09-30 11:45:00-04:00,2022-09-30 12:15:00-04:00,11264.25,11240.75,87.5,87.5pt,timebox,23.5,45.0
fixed_1r,2022-10-04,2022,Validation,short,2022-10-04 12:45:00-04:00,2022-10-04 12:46:00-04:00,2022-10-04 13:19:00-04:00,11617.25,11529.75,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-10-04,2022,Validation,short,2022-10-04 12:45:00-04:00,2022-10-04 12:46:00-04:00,2022-10-04 15:55:00-04:00,11617.25,11635.25,87.5,131.25pt,session_time,-18.0,-38.0
fixed_2r,2022-10-04,2022,Validation,short,2022-10-04 12:45:00-04:00,2022-10-04 12:46:00-04:00,2022-10-04 15:55:00-04:00,11617.25,11635.25,87.5,175.0pt,session_time,-18.0,-38.0
partial_midpoint_1p5r,2022-10-04,2022,Validation,short,2022-10-04 12:45:00-04:00,2022-10-04 12:46:00-04:00,2022-10-04 15:55:00-04:00,11617.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,16.125,30.25
timeboxed_1r_30m,2022-10-04,2022,Validation,short,2022-10-04 12:45:00-04:00,2022-10-04 12:46:00-04:00,2022-10-04 13:16:00-04:00,11617.25,11542.75,87.5,87.5pt,timebox,74.5,147.0
fixed_1r,2022-10-05,2022,Validation,long,2022-10-05 12:06:00-04:00,2022-10-05 12:07:00-04:00,2022-10-05 12:49:00-04:00,11465.0,11552.5,87.5,87.5pt,target,87.5,173.0
fixed_1p5r,2022-10-05,2022,Validation,long,2022-10-05 12:06:00-04:00,2022-10-05 12:07:00-04:00,2022-10-05 13:16:00-04:00,11465.0,11596.25,87.5,131.25pt,target,131.25,260.5
fixed_2r,2022-10-05,2022,Validation,long,2022-10-05 12:06:00-04:00,2022-10-05 12:07:00-04:00,2022-10-05 14:58:00-04:00,11465.0,11640.0,87.5,175.0pt,target,175.0,348.0
partial_midpoint_1p5r,2022-10-05,2022,Validation,long,2022-10-05 12:06:00-04:00,2022-10-05 12:07:00-04:00,2022-10-05 13:16:00-04:00,11465.0,,87.5,50% midpoint / 50% 1.5R,target / target,84.1875,166.375
timeboxed_1r_30m,2022-10-05,2022,Validation,long,2022-10-05 12:06:00-04:00,2022-10-05 12:07:00-04:00,2022-10-05 12:37:00-04:00,11465.0,11503.5,87.5,87.5pt,timebox,38.5,75.0
fixed_1r,2022-10-06,2022,Validation,long,2022-10-06 10:48:00-04:00,2022-10-06 10:49:00-04:00,2022-10-06 15:55:00-04:00,11596.25,11565.25,87.5,87.5pt,session_time,-31.0,-64.0
fixed_1p5r,2022-10-06,2022,Validation,long,2022-10-06 10:48:00-04:00,2022-10-06 10:49:00-04:00,2022-10-06 15:55:00-04:00,11596.25,11565.25,87.5,131.25pt,session_time,-31.0,-64.0
fixed_2r,2022-10-06,2022,Validation,long,2022-10-06 10:48:00-04:00,2022-10-06 10:49:00-04:00,2022-10-06 15:55:00-04:00,11596.25,11565.25,87.5,175.0pt,session_time,-31.0,-64.0
partial_midpoint_1p5r,2022-10-06,2022,Validation,long,2022-10-06 10:48:00-04:00,2022-10-06 10:49:00-04:00,2022-10-06 15:55:00-04:00,11596.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,14.0625,26.125
timeboxed_1r_30m,2022-10-06,2022,Validation,long,2022-10-06 10:48:00-04:00,2022-10-06 10:49:00-04:00,2022-10-06 11:19:00-04:00,11596.25,11635.75,87.5,87.5pt,timebox,39.5,77.0
fixed_1r,2022-10-07,2022,Validation,long,2022-10-07 10:05:00-04:00,2022-10-07 10:06:00-04:00,2022-10-07 12:30:00-04:00,11229.75,11142.25,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-10-07,2022,Validation,long,2022-10-07 10:05:00-04:00,2022-10-07 10:06:00-04:00,2022-10-07 12:30:00-04:00,11229.75,11142.25,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-10-07,2022,Validation,long,2022-10-07 10:05:00-04:00,2022-10-07 10:06:00-04:00,2022-10-07 12:30:00-04:00,11229.75,11142.25,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-10-07,2022,Validation,long,2022-10-07 10:05:00-04:00,2022-10-07 10:06:00-04:00,2022-10-07 12:30:00-04:00,11229.75,,87.5,50% midpoint / 50% 1.5R,stop / stop,-87.5,-177.0
timeboxed_1r_30m,2022-10-07,2022,Validation,long,2022-10-07 10:05:00-04:00,2022-10-07 10:06:00-04:00,2022-10-07 10:36:00-04:00,11229.75,11219.25,87.5,87.5pt,timebox,-10.5,-23.0
fixed_1r,2022-10-10,2022,Validation,long,2022-10-10 10:05:00-04:00,2022-10-10 10:06:00-04:00,2022-10-10 12:23:00-04:00,11012.5,10925.0,87.5,87.5pt,stop,-87.5,-177.0
fixed_1p5r,2022-10-10,2022,Validation,long,2022-10-10 10:05:00-04:00,2022-10-10 10:06:00-04:00,2022-10-10 12:23:00-04:00,11012.5,10925.0,87.5,131.25pt,stop,-87.5,-177.0
fixed_2r,2022-10-10,2022,Validation,long,2022-10-10 10:05:00-04:00,2022-10-10 10:06:00-04:00,2022-10-10 12:23:00-04:00,11012.5,10925.0,87.5,175.0pt,stop,-87.5,-177.0
partial_midpoint_1p5r,2022-10-10,2022,Validation,long,2022-10-10 10:05:00-04:00,2022-10-10 10:06:00-04:00,2022-10-10 12:23:00-04:00,11012.5,,87.5,50% midpoint / 50% 1.5R,target / stop,-17.8125,-37.625
timeboxed_1r_30m,2022-10-10,2022,Validation,long,2022-10-10 10:05:00-04:00,2022-10-10 10:06:00-04:00,2022-10-10 10:36:00-04:00,11012.5,10993.0,87.5,87.5pt,timebox,-19.5,-41.0
fixed_1r,2022-10-11,2022,Validation,long,2022-10-11 10:13:00-04:00,2022-10-11 10:14:00-04:00,2022-10-11 11:04:00-04:00,10831.0,10918.5,87.5,87.5pt,target,87.5,173.0
