candidate,session_date,year,period,side,signal_ts,entry_ts,exit_ts,entry,exit,stop_points,target_points,exit_kind,gross_points,net_dollars
high_state_vwap_fade_1r,2026-03-30,2026,OOS,long,2026-03-30 14:50:00-04:00,2026-03-30 14:51:00-04:00,2026-03-30 15:10:00-04:00,23138.5,23063.5,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-03-30,2026,OOS,long,2026-03-30 10:46:00-04:00,2026-03-30 10:47:00-04:00,2026-03-30 11:03:00-04:00,23322.0,23409.5,87.5,87.5,target,87.5,173.0
extension_5m_fade_1p5r,2026-03-30,2026,OOS,long,2026-03-30 12:29:00-04:00,2026-03-30 12:30:00-04:00,2026-03-30 13:32:00-04:00,23275.5,23175.5,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-03-31,2026,OOS,short,2026-03-31 09:46:00-04:00,2026-03-31 09:47:00-04:00,2026-03-31 09:54:00-04:00,23479.25,23554.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-03-31,2026,OOS,short,2026-03-31 09:46:00-04:00,2026-03-31 09:47:00-04:00,2026-03-31 09:54:00-04:00,23479.25,23554.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-03-31,2026,OOS,short,2026-03-31 09:54:00-04:00,2026-03-31 09:55:00-04:00,2026-03-31 10:44:00-04:00,23555.25,23480.25,75.0,75.0,target,75.0,148.0
opening_range_fade,2026-03-31,2026,OOS,short,2026-03-31 10:34:00-04:00,2026-03-31 10:35:00-04:00,2026-03-31 10:44:00-04:00,23559.0,23476.875,87.5,82.125,target,82.125,162.25
extension_5m_fade_1p5r,2026-03-31,2026,OOS,short,2026-03-31 12:24:00-04:00,2026-03-31 12:25:00-04:00,2026-03-31 12:39:00-04:00,23562.5,23662.5,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-01,2026,OOS,long,2026-04-01 09:45:00-04:00,2026-04-01 09:46:00-04:00,2026-04-01 10:03:00-04:00,24084.5,24159.5,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-04-01,2026,OOS,long,2026-04-01 09:45:00-04:00,2026-04-01 09:46:00-04:00,2026-04-01 10:22:00-04:00,24084.5,24197.0,75.0,112.5,target,112.5,223.0
opening_range_fade,2026-04-01,2026,OOS,short,2026-04-01 10:24:00-04:00,2026-04-01 10:25:00-04:00,2026-04-01 10:58:00-04:00,24176.5,24264.0,87.5,57.5,stop,-87.5,-177.0
extension_5m_fade_1p5r,2026-04-01,2026,OOS,long,2026-04-01 13:59:00-04:00,2026-04-01 14:00:00-04:00,2026-04-01 14:23:00-04:00,24266.75,24166.75,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-02,2026,OOS,short,2026-04-02 09:50:00-04:00,2026-04-02 09:51:00-04:00,2026-04-02 09:54:00-04:00,23784.25,23859.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-02,2026,OOS,short,2026-04-02 09:50:00-04:00,2026-04-02 09:51:00-04:00,2026-04-02 09:54:00-04:00,23784.25,23859.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-02,2026,OOS,short,2026-04-02 09:58:00-04:00,2026-04-02 09:59:00-04:00,2026-04-02 10:11:00-04:00,23887.25,23962.25,75.0,75.0,stop,-75.0,-152.0
extension_5m_fade_1p5r,2026-04-02,2026,OOS,long,2026-04-02 12:19:00-04:00,2026-04-02 12:20:00-04:00,2026-04-02 15:55:00-04:00,24074.75,24213.5,100.0,150.0,time,138.75,275.5
vwap_fade_1r,2026-04-06,2026,OOS,short,2026-04-06 09:45:00-04:00,2026-04-06 09:46:00-04:00,2026-04-06 10:00:00-04:00,24361.5,24436.5,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-06,2026,OOS,short,2026-04-06 09:45:00-04:00,2026-04-06 09:46:00-04:00,2026-04-06 10:00:00-04:00,24361.5,24436.5,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-06,2026,OOS,short,2026-04-06 10:00:00-04:00,2026-04-06 10:01:00-04:00,2026-04-06 10:04:00-04:00,24398.5,24323.5,75.0,75.0,target,75.0,148.0
opening_range_fade,2026-04-06,2026,OOS,long,2026-04-06 13:19:00-04:00,2026-04-06 13:20:00-04:00,2026-04-06 13:34:00-04:00,24250.25,24331.25,87.5,81.0,target,81.0,160.0
extension_5m_fade_1p5r,2026-04-06,2026,OOS,long,2026-04-06 13:14:00-04:00,2026-04-06 13:15:00-04:00,2026-04-06 15:55:00-04:00,24226.5,24340.5,100.0,150.0,time,114.0,226.0
vwap_fade_1r,2026-04-07,2026,OOS,long,2026-04-07 09:45:00-04:00,2026-04-07 09:46:00-04:00,2026-04-07 10:00:00-04:00,24190.25,24115.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-07,2026,OOS,long,2026-04-07 09:45:00-04:00,2026-04-07 09:46:00-04:00,2026-04-07 10:00:00-04:00,24190.25,24115.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-07,2026,OOS,long,2026-04-07 10:08:00-04:00,2026-04-07 10:09:00-04:00,2026-04-07 10:20:00-04:00,23996.75,24071.75,75.0,75.0,target,75.0,148.0
opening_range_fade,2026-04-07,2026,OOS,long,2026-04-07 10:23:00-04:00,2026-04-07 10:24:00-04:00,2026-04-07 10:58:00-04:00,24119.25,24031.75,87.5,87.5,stop,-87.5,-177.0
extension_5m_fade_1p5r,2026-04-07,2026,OOS,short,2026-04-07 12:04:00-04:00,2026-04-07 12:05:00-04:00,2026-04-07 13:36:00-04:00,24177.75,24277.75,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-08,2026,OOS,long,2026-04-08 09:45:00-04:00,2026-04-08 09:46:00-04:00,2026-04-08 10:31:00-04:00,25110.75,25035.75,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-08,2026,OOS,long,2026-04-08 09:45:00-04:00,2026-04-08 09:46:00-04:00,2026-04-08 10:31:00-04:00,25110.75,25035.75,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-08,2026,OOS,long,2026-04-08 09:45:00-04:00,2026-04-08 09:46:00-04:00,2026-04-08 10:31:00-04:00,25110.75,25035.75,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-04-08,2026,OOS,long,2026-04-08 10:09:00-04:00,2026-04-08 10:10:00-04:00,2026-04-08 10:53:00-04:00,25078.5,24991.0,87.5,78.375,stop,-87.5,-177.0
extension_5m_fade_1p5r,2026-04-08,2026,OOS,short,2026-04-08 12:04:00-04:00,2026-04-08 12:05:00-04:00,2026-04-08 14:59:00-04:00,25102.5,24952.5,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2026-04-09,2026,OOS,long,2026-04-09 09:51:00-04:00,2026-04-09 09:52:00-04:00,2026-04-09 10:36:00-04:00,25037.25,24962.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-09,2026,OOS,long,2026-04-09 09:51:00-04:00,2026-04-09 09:52:00-04:00,2026-04-09 10:36:00-04:00,25037.25,24962.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-09,2026,OOS,short,2026-04-09 11:32:00-04:00,2026-04-09 11:33:00-04:00,2026-04-09 12:01:00-04:00,25126.25,25201.25,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-04-09,2026,OOS,long,2026-04-09 10:45:00-04:00,2026-04-09 10:46:00-04:00,2026-04-09 11:12:00-04:00,25009.0,25058.5,87.5,49.5,target,49.5,97.0
extension_5m_fade_1p5r,2026-04-09,2026,OOS,short,2026-04-09 11:19:00-04:00,2026-04-09 11:20:00-04:00,2026-04-09 12:00:00-04:00,25098.5,25198.5,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-10,2026,OOS,long,2026-04-10 10:01:00-04:00,2026-04-10 10:02:00-04:00,2026-04-10 10:32:00-04:00,25288.0,25363.0,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-04-10,2026,OOS,long,2026-04-10 10:01:00-04:00,2026-04-10 10:02:00-04:00,2026-04-10 15:55:00-04:00,25288.0,25269.5,75.0,112.5,time,-18.5,-39.0
opening_range_fade,2026-04-10,2026,OOS,long,2026-04-10 10:02:00-04:00,2026-04-10 10:03:00-04:00,2026-04-10 10:15:00-04:00,25294.5,25329.875,87.5,35.375,target,35.375,68.75
extension_5m_fade_1p5r,2026-04-10,2026,OOS,short,2026-04-10 11:14:00-04:00,2026-04-10 11:15:00-04:00,2026-04-10 15:55:00-04:00,25368.75,25269.5,100.0,150.0,time,99.25,196.5
vwap_fade_1r,2026-04-13,2026,OOS,long,2026-04-13 09:45:00-04:00,2026-04-13 09:46:00-04:00,2026-04-13 09:49:00-04:00,25171.5,25246.5,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-04-13,2026,OOS,long,2026-04-13 09:45:00-04:00,2026-04-13 09:46:00-04:00,2026-04-13 09:50:00-04:00,25171.5,25284.0,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2026-04-13,2026,OOS,short,2026-04-13 12:33:00-04:00,2026-04-13 12:34:00-04:00,2026-04-13 15:22:00-04:00,25380.0,25455.0,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-04-13,2026,OOS,short,2026-04-13 10:01:00-04:00,2026-04-13 10:02:00-04:00,2026-04-13 12:29:00-04:00,25304.0,25391.5,87.5,69.0,stop,-87.5,-177.0
extension_5m_fade_1p5r,2026-04-13,2026,OOS,short,2026-04-13 12:24:00-04:00,2026-04-13 12:25:00-04:00,2026-04-13 15:22:00-04:00,25355.0,25455.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-14,2026,OOS,short,2026-04-14 09:45:00-04:00,2026-04-14 09:46:00-04:00,2026-04-14 11:25:00-04:00,25758.5,25833.5,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-14,2026,OOS,short,2026-04-14 09:45:00-04:00,2026-04-14 09:46:00-04:00,2026-04-14 11:25:00-04:00,25758.5,25833.5,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-14,2026,OOS,short,2026-04-14 11:46:00-04:00,2026-04-14 11:47:00-04:00,2026-04-14 13:20:00-04:00,25882.0,25957.0,75.0,75.0,stop,-75.0,-152.0
extension_5m_fade_1p5r,2026-04-14,2026,OOS,short,2026-04-14 11:39:00-04:00,2026-04-14 11:40:00-04:00,2026-04-14 13:20:00-04:00,25854.5,25954.5,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-15,2026,OOS,short,2026-04-15 09:57:00-04:00,2026-04-15 09:58:00-04:00,2026-04-15 10:30:00-04:00,26061.5,26136.5,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-15,2026,OOS,short,2026-04-15 09:57:00-04:00,2026-04-15 09:58:00-04:00,2026-04-15 10:30:00-04:00,26061.5,26136.5,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-15,2026,OOS,short,2026-04-15 10:24:00-04:00,2026-04-15 10:25:00-04:00,2026-04-15 11:22:00-04:00,26121.0,26196.0,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-04-15,2026,OOS,short,2026-04-15 10:07:00-04:00,2026-04-15 10:08:00-04:00,2026-04-15 10:49:00-04:00,26065.5,26153.0,87.5,38.25,stop,-87.5,-177.0
extension_5m_fade_1p5r,2026-04-15,2026,OOS,short,2026-04-15 12:19:00-04:00,2026-04-15 12:20:00-04:00,2026-04-15 15:29:00-04:00,26238.25,26338.25,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-16,2026,OOS,long,2026-04-16 09:51:00-04:00,2026-04-16 09:52:00-04:00,2026-04-16 10:45:00-04:00,26332.75,26407.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-04-16,2026,OOS,long,2026-04-16 09:51:00-04:00,2026-04-16 09:52:00-04:00,2026-04-16 11:05:00-04:00,26332.75,26445.25,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2026-04-16,2026,OOS,long,2026-04-16 09:51:00-04:00,2026-04-16 09:52:00-04:00,2026-04-16 10:45:00-04:00,26332.75,26407.75,75.0,75.0,target,75.0,148.0
opening_range_fade,2026-04-16,2026,OOS,short,2026-04-16 12:33:00-04:00,2026-04-16 12:34:00-04:00,2026-04-16 14:27:00-04:00,26441.75,26364.375,87.5,77.375,target,77.375,152.75
extension_5m_fade_1p5r,2026-04-16,2026,OOS,short,2026-04-16 11:14:00-04:00,2026-04-16 11:15:00-04:00,2026-04-16 15:55:00-04:00,26468.75,26480.25,100.0,150.0,time,-11.5,-25.0
vwap_fade_1r,2026-04-17,2026,OOS,short,2026-04-17 09:51:00-04:00,2026-04-17 09:52:00-04:00,2026-04-17 10:40:00-04:00,26732.75,26807.75,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-17,2026,OOS,short,2026-04-17 09:51:00-04:00,2026-04-17 09:52:00-04:00,2026-04-17 10:40:00-04:00,26732.75,26807.75,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2026-04-17,2026,OOS,short,2026-04-17 10:22:00-04:00,2026-04-17 10:23:00-04:00,2026-04-17 10:40:00-04:00,26739.0,26826.5,87.5,54.75,stop,-87.5,-177.0
extension_5m_fade_1p5r,2026-04-17,2026,OOS,short,2026-04-17 12:34:00-04:00,2026-04-17 12:35:00-04:00,2026-04-17 15:55:00-04:00,26870.75,26820.0,100.0,150.0,time,50.75,99.5
vwap_fade_1r,2026-04-20,2026,OOS,long,2026-04-20 09:48:00-04:00,2026-04-20 09:49:00-04:00,2026-04-20 10:51:00-04:00,26732.0,26657.0,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-20,2026,OOS,long,2026-04-20 09:48:00-04:00,2026-04-20 09:49:00-04:00,2026-04-20 10:51:00-04:00,26732.0,26657.0,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2026-04-20,2026,OOS,long,2026-04-20 13:48:00-04:00,2026-04-20 13:49:00-04:00,2026-04-20 15:55:00-04:00,26719.75,26724.75,87.5,52.0,time,5.0,8.0
extension_5m_fade_1p5r,2026-04-20,2026,OOS,short,2026-04-20 13:19:00-04:00,2026-04-20 13:20:00-04:00,2026-04-20 15:55:00-04:00,26709.5,26724.75,100.0,150.0,time,-15.25,-32.5
vwap_fade_1r,2026-04-21,2026,OOS,short,2026-04-21 09:52:00-04:00,2026-04-21 09:53:00-04:00,2026-04-21 10:09:00-04:00,26795.25,26870.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-21,2026,OOS,short,2026-04-21 09:52:00-04:00,2026-04-21 09:53:00-04:00,2026-04-21 10:09:00-04:00,26795.25,26870.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-21,2026,OOS,short,2026-04-21 09:52:00-04:00,2026-04-21 09:53:00-04:00,2026-04-21 10:09:00-04:00,26795.25,26870.25,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-04-21,2026,OOS,short,2026-04-21 10:02:00-04:00,2026-04-21 10:03:00-04:00,2026-04-21 10:48:00-04:00,26837.0,26782.875,87.5,54.125,target,54.125,106.25
extension_5m_fade_1p5r,2026-04-21,2026,OOS,long,2026-04-21 12:44:00-04:00,2026-04-21 12:45:00-04:00,2026-04-21 15:43:00-04:00,26682.0,26582.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-22,2026,OOS,short,2026-04-22 10:00:00-04:00,2026-04-22 10:01:00-04:00,2026-04-22 10:21:00-04:00,26886.75,26961.75,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-22,2026,OOS,short,2026-04-22 10:00:00-04:00,2026-04-22 10:01:00-04:00,2026-04-22 10:21:00-04:00,26886.75,26961.75,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-22,2026,OOS,short,2026-04-22 10:21:00-04:00,2026-04-22 10:22:00-04:00,2026-04-22 13:22:00-04:00,26970.75,27045.75,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-04-22,2026,OOS,short,2026-04-22 10:02:00-04:00,2026-04-22 10:03:00-04:00,2026-04-22 10:06:00-04:00,26885.25,26852.125,87.5,33.125,target,33.125,64.25
extension_5m_fade_1p5r,2026-04-22,2026,OOS,short,2026-04-22 13:14:00-04:00,2026-04-22 13:15:00-04:00,2026-04-22 15:55:00-04:00,27018.0,27075.5,100.0,150.0,time,-57.5,-117.0
vwap_fade_1r,2026-04-23,2026,OOS,short,2026-04-23 09:45:00-04:00,2026-04-23 09:46:00-04:00,2026-04-23 10:02:00-04:00,27055.25,26980.25,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-04-23,2026,OOS,short,2026-04-23 09:45:00-04:00,2026-04-23 09:46:00-04:00,2026-04-23 11:12:00-04:00,27055.25,27130.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-23,2026,OOS,long,2026-04-23 13:16:00-04:00,2026-04-23 13:17:00-04:00,2026-04-23 13:40:00-04:00,26902.5,26827.5,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-04-23,2026,OOS,short,2026-04-23 10:58:00-04:00,2026-04-23 10:59:00-04:00,2026-04-23 13:01:00-04:00,27099.25,27033.875,87.5,65.375,target,65.375,128.75
extension_5m_fade_1p5r,2026-04-23,2026,OOS,short,2026-04-23 11:14:00-04:00,2026-04-23 11:15:00-04:00,2026-04-23 13:09:00-04:00,27119.75,26969.75,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2026-04-24,2026,OOS,long,2026-04-24 09:54:00-04:00,2026-04-24 09:55:00-04:00,2026-04-24 10:12:00-04:00,27173.0,27248.0,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-04-24,2026,OOS,long,2026-04-24 09:54:00-04:00,2026-04-24 09:55:00-04:00,2026-04-24 10:56:00-04:00,27173.0,27285.5,75.0,112.5,target,112.5,223.0
opening_range_fade,2026-04-24,2026,OOS,short,2026-04-24 10:13:00-04:00,2026-04-24 10:14:00-04:00,2026-04-24 10:26:00-04:00,27250.25,27195.125,87.5,55.125,target,55.125,108.25
extension_5m_fade_1p5r,2026-04-24,2026,OOS,short,2026-04-24 11:14:00-04:00,2026-04-24 11:15:00-04:00,2026-04-24 12:30:00-04:00,27318.25,27418.25,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-27,2026,OOS,long,2026-04-27 09:47:00-04:00,2026-04-27 09:48:00-04:00,2026-04-27 13:30:00-04:00,27346.25,27421.25,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-04-27,2026,OOS,long,2026-04-27 09:47:00-04:00,2026-04-27 09:48:00-04:00,2026-04-27 15:55:00-04:00,27346.25,27439.75,75.0,112.5,time,93.5,185.0
opening_range_fade,2026-04-27,2026,OOS,short,2026-04-27 13:35:00-04:00,2026-04-27 13:36:00-04:00,2026-04-27 15:55:00-04:00,27429.75,27439.75,87.5,63.0,time,-10.0,-22.0
extension_5m_fade_1p5r,2026-04-27,2026,OOS,long,2026-04-27 11:14:00-04:00,2026-04-27 11:15:00-04:00,2026-04-27 15:55:00-04:00,27339.25,27439.75,100.0,150.0,time,100.5,199.0
vwap_fade_1r,2026-04-28,2026,OOS,short,2026-04-28 09:45:00-04:00,2026-04-28 09:46:00-04:00,2026-04-28 10:34:00-04:00,27212.75,27137.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-04-28,2026,OOS,short,2026-04-28 09:45:00-04:00,2026-04-28 09:46:00-04:00,2026-04-28 10:36:00-04:00,27212.75,27100.25,75.0,112.5,target,112.5,223.0
opening_range_fade,2026-04-28,2026,OOS,long,2026-04-28 10:39:00-04:00,2026-04-28 10:40:00-04:00,2026-04-28 14:19:00-04:00,27073.5,27160.125,87.5,86.625,target,86.625,171.25
extension_5m_fade_1p5r,2026-04-28,2026,OOS,short,2026-04-28 13:34:00-04:00,2026-04-28 13:35:00-04:00,2026-04-28 15:02:00-04:00,27103.25,27203.25,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-04-29,2026,OOS,short,2026-04-29 09:50:00-04:00,2026-04-29 09:51:00-04:00,2026-04-29 10:35:00-04:00,27216.75,27291.75,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-29,2026,OOS,short,2026-04-29 09:50:00-04:00,2026-04-29 09:51:00-04:00,2026-04-29 10:35:00-04:00,27216.75,27291.75,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-04-29,2026,OOS,short,2026-04-29 10:32:00-04:00,2026-04-29 10:33:00-04:00,2026-04-29 11:54:00-04:00,27274.5,27199.5,75.0,75.0,target,75.0,148.0
opening_range_fade,2026-04-29,2026,OOS,short,2026-04-29 11:12:00-04:00,2026-04-29 11:13:00-04:00,2026-04-29 12:30:00-04:00,27234.25,27180.0,87.5,54.25,target,54.25,106.5
extension_5m_fade_1p5r,2026-04-29,2026,OOS,long,2026-04-29 12:19:00-04:00,2026-04-29 12:20:00-04:00,2026-04-29 15:55:00-04:00,27210.0,27302.75,100.0,150.0,time,92.75,183.5
vwap_fade_1r,2026-04-30,2026,OOS,long,2026-04-30 09:46:00-04:00,2026-04-30 09:47:00-04:00,2026-04-30 09:55:00-04:00,27307.5,27232.5,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-04-30,2026,OOS,long,2026-04-30 09:46:00-04:00,2026-04-30 09:47:00-04:00,2026-04-30 09:55:00-04:00,27307.5,27232.5,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2026-04-30,2026,OOS,long,2026-04-30 10:19:00-04:00,2026-04-30 10:20:00-04:00,2026-04-30 10:51:00-04:00,27214.25,27301.75,87.5,87.5,target,87.5,173.0
extension_5m_fade_1p5r,2026-04-30,2026,OOS,short,2026-04-30 13:14:00-04:00,2026-04-30 13:15:00-04:00,2026-04-30 13:59:00-04:00,27448.0,27548.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-05-01,2026,OOS,short,2026-05-01 09:45:00-04:00,2026-05-01 09:46:00-04:00,2026-05-01 09:55:00-04:00,27769.5,27844.5,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-05-01,2026,OOS,short,2026-05-01 09:45:00-04:00,2026-05-01 09:46:00-04:00,2026-05-01 09:55:00-04:00,27769.5,27844.5,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-05-01,2026,OOS,short,2026-05-01 09:45:00-04:00,2026-05-01 09:46:00-04:00,2026-05-01 09:55:00-04:00,27769.5,27844.5,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-05-01,2026,OOS,short,2026-05-01 10:05:00-04:00,2026-05-01 10:06:00-04:00,2026-05-01 10:36:00-04:00,27872.0,27784.5,87.5,87.5,target,87.5,173.0
extension_5m_fade_1p5r,2026-05-01,2026,OOS,long,2026-05-01 14:39:00-04:00,2026-05-01 14:40:00-04:00,2026-05-01 15:55:00-04:00,27832.25,27831.0,100.0,150.0,time,-1.25,-4.5
vwap_fade_1r,2026-05-04,2026,OOS,short,2026-05-04 09:45:00-04:00,2026-05-04 09:46:00-04:00,2026-05-04 11:19:00-04:00,27878.0,27803.0,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-05-04,2026,OOS,short,2026-05-04 09:45:00-04:00,2026-05-04 09:46:00-04:00,2026-05-04 11:20:00-04:00,27878.0,27765.5,75.0,112.5,target,112.5,223.0
opening_range_fade,2026-05-04,2026,OOS,short,2026-05-04 10:13:00-04:00,2026-05-04 10:14:00-04:00,2026-05-04 11:00:00-04:00,27897.0,27853.5,87.5,43.5,target,43.5,85.0
extension_5m_fade_1p5r,2026-05-04,2026,OOS,long,2026-05-04 11:19:00-04:00,2026-05-04 11:20:00-04:00,2026-05-04 12:07:00-04:00,27782.25,27682.25,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-05-05,2026,OOS,short,2026-05-05 09:45:00-04:00,2026-05-05 09:46:00-04:00,2026-05-05 14:04:00-04:00,28095.5,28170.5,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-05-05,2026,OOS,short,2026-05-05 09:45:00-04:00,2026-05-05 09:46:00-04:00,2026-05-05 14:04:00-04:00,28095.5,28170.5,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2026-05-05,2026,OOS,short,2026-05-05 10:37:00-04:00,2026-05-05 10:38:00-04:00,2026-05-05 15:55:00-04:00,28109.0,28115.5,87.5,67.5,time,-6.5,-15.0
extension_5m_fade_1p5r,2026-05-05,2026,OOS,long,2026-05-05 12:39:00-04:00,2026-05-05 12:40:00-04:00,2026-05-05 15:55:00-04:00,28098.5,28115.5,100.0,150.0,time,17.0,32.0
vwap_fade_1r,2026-05-06,2026,OOS,short,2026-05-06 09:45:00-04:00,2026-05-06 09:46:00-04:00,2026-05-06 10:06:00-04:00,28476.75,28401.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-05-06,2026,OOS,short,2026-05-06 09:45:00-04:00,2026-05-06 09:46:00-04:00,2026-05-06 11:01:00-04:00,28476.75,28551.75,75.0,112.5,stop,-75.0,-152.0
extension_5m_fade_1p5r,2026-05-06,2026,OOS,long,2026-05-06 12:54:00-04:00,2026-05-06 12:55:00-04:00,2026-05-06 15:14:00-04:00,28527.5,28677.5,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2026-05-07,2026,OOS,long,2026-05-07 09:45:00-04:00,2026-05-07 09:46:00-04:00,2026-05-07 09:54:00-04:00,28712.25,28787.25,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2026-05-07,2026,OOS,long,2026-05-07 09:45:00-04:00,2026-05-07 09:46:00-04:00,2026-05-07 10:06:00-04:00,28712.25,28824.75,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2026-05-07,2026,OOS,short,2026-05-07 10:15:00-04:00,2026-05-07 10:16:00-04:00,2026-05-07 10:39:00-04:00,28829.25,28904.25,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-05-07,2026,OOS,short,2026-05-07 11:57:00-04:00,2026-05-07 11:58:00-04:00,2026-05-07 12:00:00-04:00,28793.25,28755.5,87.5,37.75,target,37.75,73.5
extension_5m_fade_1p5r,2026-05-07,2026,OOS,long,2026-05-07 11:59:00-04:00,2026-05-07 12:00:00-04:00,2026-05-07 12:15:00-04:00,28785.5,28685.5,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2026-05-08,2026,OOS,short,2026-05-08 09:45:00-04:00,2026-05-08 09:46:00-04:00,2026-05-08 10:00:00-04:00,29041.25,29116.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2026-05-08,2026,OOS,short,2026-05-08 09:45:00-04:00,2026-05-08 09:46:00-04:00,2026-05-08 10:00:00-04:00,29041.25,29116.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2026-05-08,2026,OOS,short,2026-05-08 09:45:00-04:00,2026-05-08 09:46:00-04:00,2026-05-08 10:00:00-04:00,29041.25,29116.25,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2026-05-08,2026,OOS,short,2026-05-08 10:06:00-04:00,2026-05-08 10:07:00-04:00,2026-05-08 11:35:00-04:00,29108.25,29195.75,87.5,87.5,stop,-87.5,-177.0
