mechanism,T_offset,horizon,split,n,rate,win,mean,median,mean_mfe,mean_mae,mfe_gt_mae,n_high,delta_win_vs_follow,delta_mean_vs_follow,delta_win_vs_long,follow_win,follow_mean,long_win
HIGH_ALONE_LONG,15,30,ALL,1163,1.0,0.5064488392089423,-2.2798796216681,0.5,24.24871023215821,28.89230438521066,0.46689595872742906,,,,,,,
HIGH_ALONE_FOLLOW,15,30,ALL,1162,0.999140154772141,0.5223752151462995,2.1456540447504304,0.75,24.268717728055076,28.910068846815836,0.46729776247848537,,,,,,,
HIGH_ALONE_LONG,20,10,IS,821,1.0,0.53836784409257,1.3931181485992692,0.75,8.616321559074299,7.618453105968332,0.5261875761266748,,,,,,,
HIGH_ALONE_FOLLOW,20,10,IS,819,0.997563946406821,0.4822954822954823,-0.08028083028083029,0.0,8.617826617826617,7.633394383394384,0.525030525030525,,,,,,,
HIGH_ALONE_LONG,20,15,IS,821,1.0,0.5578562728380024,1.658952496954933,1.0,10.71619975639464,9.507308160779537,0.5200974421437271,,,,,,,
HIGH_ALONE_FOLLOW,20,15,IS,819,0.997563946406821,0.5018315018315018,0.21825396825396826,0.25,10.717338217338217,9.526862026862027,0.518925518925519,,,,,,,
HIGH_ALONE_LONG,20,30,IS,821,1.0,0.5274056029232643,1.3118148599269184,1.0,14.098660170523752,13.536236297198538,0.5188794153471377,,,,,,,
HIGH_ALONE_FOLLOW,20,30,IS,819,0.997563946406821,0.5018315018315018,0.543040293040293,0.25,14.1001221001221,13.563797313797314,0.5177045177045178,,,,,,,
HIGH_ALONE_LONG,20,10,Validation,210,1.0,0.5190476190476191,2.1654761904761903,1.875,28.041666666666668,25.166666666666668,0.5285714285714286,,,,,,,
HIGH_ALONE_FOLLOW,20,10,Validation,210,1.0,0.5380952380952381,1.7678571428571428,3.5,28.041666666666668,25.166666666666668,0.5285714285714286,,,,,,,
HIGH_ALONE_LONG,20,15,Validation,210,1.0,0.5523809523809524,0.9607142857142857,4.875,33.792857142857144,31.791666666666668,0.5476190476190477,,,,,,,
HIGH_ALONE_FOLLOW,20,15,Validation,210,1.0,0.5,-0.35595238095238096,0.125,33.792857142857144,31.791666666666668,0.5476190476190477,,,,,,,
HIGH_ALONE_LONG,20,30,Validation,210,1.0,0.5904761904761905,4.691666666666666,10.5,46.19642857142857,44.75714285714286,0.5476190476190477,,,,,,,
HIGH_ALONE_FOLLOW,20,30,Validation,210,1.0,0.49523809523809526,-0.1869047619047619,-1.125,46.19642857142857,44.75714285714286,0.5476190476190477,,,,,,,
HIGH_ALONE_LONG,20,10,OOS,116,1.0,0.4224137931034483,-19.357758620689655,-8.5,34.140086206896555,56.86853448275862,0.3706896551724138,,,,,,,
HIGH_ALONE_FOLLOW,20,10,OOS,116,1.0,0.5086206896551724,7.637931034482759,2.0,34.140086206896555,56.86853448275862,0.3706896551724138,,,,,,,
HIGH_ALONE_LONG,20,15,OOS,116,1.0,0.46551724137931033,-15.008620689655173,-5.5,41.88146551724138,65.82543103448276,0.4051724137931034,,,,,,,
HIGH_ALONE_FOLLOW,20,15,OOS,116,1.0,0.5172413793103449,6.043103448275862,4.375,41.88146551724138,65.82543103448276,0.4051724137931034,,,,,,,
HIGH_ALONE_LONG,20,30,OOS,116,1.0,0.49137931034482757,-19.05387931034483,-0.25,52.974137931034484,85.0646551724138,0.4482758620689655,,,,,,,
HIGH_ALONE_FOLLOW,20,30,OOS,116,1.0,0.5086206896551724,1.0581896551724137,1.125,52.974137931034484,85.0646551724138,0.4482758620689655,,,,,,,
HIGH_ALONE_LONG,20,10,ALL,1147,1.0,0.5231037489102005,-0.5640802092414996,0.5,14.754141238012206,15.812118570183086,0.5108979947689625,,,,,,,
HIGH_ALONE_FOLLOW,20,10,ALL,1145,0.998256320836966,0.49519650655021835,1.0406113537117905,0.0,14.76593886462882,15.837117903930132,0.5100436681222708,,,,,,,
HIGH_ALONE_LONG,20,15,ALL,1147,1.0,0.5475152571926766,-0.1545335658238884,1.0,18.09306887532694,19.282911944202265,0.5135135135135135,,,,,,,
HIGH_ALONE_FOLLOW,20,15,ALL,1145,0.998256320836966,0.503056768558952,0.7030567685589519,0.25,18.106768558951966,19.313973799126636,0.5126637554585153,,,,,,,
HIGH_ALONE_LONG,20,30,ALL,1147,1.0,0.5353095030514385,-0.12903225806451613,1.5,23.90693112467306,26.486268526591108,0.5170008718395815,,,,,,,
HIGH_ALONE_FOLLOW,20,30,ALL,1145,0.998256320836966,0.5013100436681223,0.46135371179039303,0.25,23.925109170305678,26.528602620087337,0.5161572052401747,,,,,,,
HIGH_ALONE_LONG,25,10,IS,821,1.0,0.5371498172959805,0.49238733252131545,0.75,8.592265529841656,8.721376370280145,0.5054811205846529,,,,,,,
HIGH_ALONE_FOLLOW,25,10,IS,819,0.997563946406821,0.49572649572649574,0.24847374847374848,0.0,8.60989010989011,8.715506715506715,0.5067155067155067,,,,,,,
HIGH_ALONE_LONG,25,15,IS,821,1.0,0.535931790499391,0.103836784409257,0.75,10.050852618757613,10.492082825822168,0.49695493300852617,,,,,,,
HIGH_ALONE_FOLLOW,25,15,IS,819,0.997563946406821,0.48717948717948717,0.3666056166056166,-0.25,10.071123321123322,10.482295482295482,0.4981684981684982,,,,,,,
HIGH_ALONE_LONG,25,30,IS,821,1.0,0.5237515225334958,0.6836175395858709,0.75,13.193666260657734,14.128501827040195,0.49695493300852617,,,,,,,
HIGH_ALONE_FOLLOW,25,30,IS,819,0.997563946406821,0.5225885225885226,0.9151404151404151,0.75,13.218253968253968,14.127594627594627,0.4981684981684982,,,,,,,
HIGH_ALONE_LONG,25,10,Validation,203,1.0,0.49261083743842365,-3.7118226600985222,-0.25,26.08374384236453,29.95320197044335,0.4876847290640394,,,,,,,
HIGH_ALONE_FOLLOW,25,10,Validation,203,1.0,0.5123152709359606,1.5788177339901477,1.25,26.08374384236453,29.95320197044335,0.4876847290640394,,,,,,,
HIGH_ALONE_LONG,25,15,Validation,203,1.0,0.4433497536945813,-3.938423645320197,-3.75,30.332512315270936,36.279556650246306,0.46798029556650245,,,,,,,
HIGH_ALONE_FOLLOW,25,15,Validation,203,1.0,0.4630541871921182,1.8842364532019704,-2.0,30.332512315270936,36.279556650246306,0.46798029556650245,,,,,,,
HIGH_ALONE_LONG,25,30,Validation,203,1.0,0.5270935960591133,-0.7044334975369458,2.75,42.0948275862069,48.39778325123153,0.5073891625615764,,,,,,,
HIGH_ALONE_FOLLOW,25,30,Validation,203,1.0,0.5073891625615764,-0.24876847290640394,1.0,42.0948275862069,48.39778325123153,0.5073891625615764,,,,,,,
HIGH_ALONE_LONG,25,10,OOS,118,1.0,0.5169491525423728,-5.078389830508475,1.75,36.15889830508475,49.70550847457627,0.4661016949152542,,,,,,,
HIGH_ALONE_FOLLOW,25,10,OOS,118,1.0,0.5338983050847458,5.845338983050848,3.75,36.15889830508475,49.70550847457627,0.4661016949152542,,,,,,,
HIGH_ALONE_LONG,25,15,OOS,118,1.0,0.5423728813559322,-1.3347457627118644,4.5,43.92584745762712,55.029661016949156,0.4915254237288136,,,,,,,
HIGH_ALONE_FOLLOW,25,15,OOS,118,1.0,0.559322033898305,7.364406779661017,6.125,43.92584745762712,55.029661016949156,0.4915254237288136,,,,,,,
HIGH_ALONE_LONG,25,30,OOS,118,1.0,0.5508474576271186,-12.194915254237289,6.875,56.79872881355932,78.45550847457628,0.4915254237288136,,,,,,,
HIGH_ALONE_FOLLOW,25,30,OOS,118,1.0,0.5508474576271186,11.775423728813559,6.875,56.79872881355932,78.45550847457628,0.4915254237288136,,,,,,,
HIGH_ALONE_LONG,25,10,ALL,1142,1.0,0.5271453590192644,-0.8305604203152365,0.75,14.549912434325744,16.73029772329247,0.4982486865148862,,,,,,,
HIGH_ALONE_FOLLOW,25,10,ALL,1140,0.9982486865148862,0.5026315789473684,1.0646929824561404,0.25,14.573026315789473,16.74013157894737,0.49912280701754386,,,,,,,
HIGH_ALONE_LONG,25,15,ALL,1142,1.0,0.5201401050788091,-0.763353765323993,0.5,17.15630472854641,19.677977232924693,0.4912434325744308,,,,,,,
HIGH_ALONE_FOLLOW,25,15,ALL,1140,0.9982486865148862,0.4903508771929825,1.3611842105263159,-0.25,17.183333333333334,19.68706140350877,0.4921052631578947,,,,,,,
HIGH_ALONE_LONG,25,30,ALL,1142,1.0,0.5271453590192644,-0.8938266199649737,0.75,22.836690017513135,26.86690017513135,0.4982486865148862,,,,,,,
HIGH_ALONE_FOLLOW,25,30,ALL,1140,0.9982486865148862,0.5228070175438596,1.832017543859649,1.0,22.871271929824562,26.88859649122807,0.49912280701754386,,,,,,,
HIGH_ALONE_LONG,30,10,IS,821,1.0,0.51278928136419,-0.6470767356881851,0.25,7.826431181485993,9.012180267965896,0.4689403166869671,,,,,,,
HIGH_ALONE_FOLLOW,30,10,IS,816,0.9939098660170523,0.48284313725490197,0.23897058823529413,0.0,7.836703431372549,9.057598039215685,0.46691176470588236,,,,,,,
HIGH_ALONE_LONG,30,15,IS,821,1.0,0.51278928136419,-0.5350182704019488,0.5,9.204019488428745,10.947015834348356,0.47868453105968334,,,,,,,
HIGH_ALONE_FOLLOW,30,15,IS,816,0.9939098660170523,0.4877450980392157,0.40870098039215685,0.0,9.215686274509803,10.997855392156863,0.47671568627450983,,,,,,,
HIGH_ALONE_LONG,30,30,IS,821,1.0,0.5237515225334958,0.544762484774665,1.0,12.665956151035322,14.1568209500609,0.47503045066991473,,,,,,,
HIGH_ALONE_FOLLOW,30,30,IS,816,0.9939098660170523,0.47671568627450983,0.13939950980392157,-0.5,12.675857843137255,14.221200980392156,0.4730392156862745,,,,,,,
HIGH_ALONE_LONG,30,10,Validation,218,1.0,0.45871559633027525,-2.1903669724770642,-1.625,25.15940366972477,28.557339449541285,0.4541284403669725,,,,,,,
HIGH_ALONE_FOLLOW,30,10,Validation,218,1.0,0.5,2.371559633027523,0.125,25.15940366972477,28.557339449541285,0.4541284403669725,,,,,,,
HIGH_ALONE_LONG,30,15,Validation,218,1.0,0.5045871559633027,-0.5905963302752294,0.5,30.996559633027523,34.90137614678899,0.4724770642201835,,,,,,,
HIGH_ALONE_FOLLOW,30,15,Validation,218,1.0,0.5,1.576834862385321,0.125,30.996559633027523,34.90137614678899,0.4724770642201835,,,,,,,
HIGH_ALONE_LONG,30,30,Validation,218,1.0,0.555045871559633,1.1754587155963303,7.0,42.63990825688074,45.18348623853211,0.518348623853211,,,,,,,
HIGH_ALONE_FOLLOW,30,30,Validation,218,1.0,0.48623853211009177,-3.69151376146789,-5.0,42.63990825688074,45.18348623853211,0.518348623853211,,,,,,,
HIGH_ALONE_LONG,30,10,OOS,126,1.0,0.5793650793650794,7.196428571428571,9.625,42.48015873015873,37.53769841269841,0.5873015873015873,,,,,,,
HIGH_ALONE_FOLLOW,30,10,OOS,126,1.0,0.5158730158730159,0.09325396825396826,3.125,42.48015873015873,37.53769841269841,0.5873015873015873,,,,,,,
HIGH_ALONE_LONG,30,15,OOS,126,1.0,0.5634920634920635,0.40674603174603174,5.25,49.07738095238095,47.232142857142854,0.5714285714285714,,,,,,,
HIGH_ALONE_FOLLOW,30,15,OOS,126,1.0,0.5317460317460317,4.287698412698413,2.375,49.07738095238095,47.232142857142854,0.5714285714285714,,,,,,,
HIGH_ALONE_LONG,30,30,OOS,126,1.0,0.5793650793650794,1.6666666666666667,8.375,64.08333333333333,66.6984126984127,0.5634920634920635,,,,,,,
HIGH_ALONE_FOLLOW,30,30,OOS,126,1.0,0.5,3.5634920634920637,2.0,64.08333333333333,66.6984126984127,0.5634920634920635,,,,,,,
HIGH_ALONE_LONG,30,10,ALL,1165,1.0,0.5098712446351932,-0.08755364806866953,0.25,14.817811158798284,15.75472103004292,0.47896995708154505,,,,,,,
HIGH_ALONE_FOLLOW,30,10,ALL,1160,0.9957081545064378,0.4896551724137931,0.6239224137931034,0.0,14.855172413793104,15.81573275862069,0.47758620689655173,,,,,,,
HIGH_ALONE_LONG,30,15,ALL,1165,1.0,0.5167381974248927,-0.44356223175965664,0.5,17.59442060085837,19.353862660944205,0.4875536480686695,,,,,,,
HIGH_ALONE_FOLLOW,30,15,ALL,1160,0.9957081545064378,0.49482758620689654,1.0495689655172413,0.0,17.638793103448275,19.425862068965518,0.4862068965517241,,,,,,,
HIGH_ALONE_LONG,30,30,ALL,1165,1.0,0.5356223175965665,0.7841201716738198,1.5,23.835836909871244,25.645278969957083,0.4927038626609442,,,,,,,
HIGH_ALONE_FOLLOW,30,30,ALL,1160,0.9957081545064378,0.4810344827586207,-0.20862068965517241,-0.5,23.89094827586207,25.740086206896553,0.49137931034482757,,,,,,,
HIGH_ALONE_LONG,35,10,IS,821,1.0,0.4945188794153471,-0.434531059683313,0.0,7.170219244823386,8.679963459196102,0.46528623629719856,,,,,,,
HIGH_ALONE_FOLLOW,35,10,IS,819,0.997563946406821,0.47374847374847373,0.31074481074481075,-0.25,7.180708180708181,8.696275946275946,0.4652014652014652,,,,,,,
HIGH_ALONE_LONG,35,15,IS,821,1.0,0.5213154689403167,-0.3797198538367844,0.5,8.8605359317905,10.363580998781973,0.48112058465286234,,,,,,,
HIGH_ALONE_FOLLOW,35,15,IS,819,0.997563946406821,0.4884004884004884,0.3766788766788767,-0.25,8.875152625152625,10.384004884004884,0.4810744810744811,,,,,,,
HIGH_ALONE_LONG,35,30,IS,821,1.0,0.5322777101096224,-0.4287454323995128,1.0,12.086784409257003,13.640073081607795,0.49695493300852617,,,,,,,
HIGH_ALONE_FOLLOW,35,30,IS,819,0.997563946406821,0.4713064713064713,0.2490842490842491,-0.5,12.109279609279609,13.662393162393162,0.49694749694749696,,,,,,,
HIGH_ALONE_LONG,35,10,Validation,223,1.0,0.5695067264573991,1.4125560538116593,4.25,26.077354260089685,26.61322869955157,0.5022421524663677,,,,,,,
HIGH_ALONE_FOLLOW,35,10,Validation,222,0.9955156950672646,0.49099099099099097,-1.045045045045045,-1.0,26.170045045045047,26.623873873873872,0.5045045045045045,,,,,,,
HIGH_ALONE_LONG,35,15,Validation,223,1.0,0.5426008968609866,1.345291479820628,4.0,32.18834080717489,31.992152466367713,0.5067264573991032,,,,,,,
HIGH_ALONE_FOLLOW,35,15,Validation,222,0.9955156950672646,0.46396396396396394,-2.900900900900901,-2.875,32.30855855855856,32.027027027027025,0.509009009009009,,,,,,,
HIGH_ALONE_LONG,35,30,Validation,223,1.0,0.5426008968609866,2.3867713004484306,5.5,43.766816143497756,42.88116591928251,0.5336322869955157,,,,,,,
HIGH_ALONE_FOLLOW,35,30,Validation,222,0.9955156950672646,0.47297297297297297,-3.670045045045045,-3.125,43.92004504504504,42.96396396396396,0.536036036036036,,,,,,,
HIGH_ALONE_LONG,35,10,OOS,128,1.0,0.484375,-4.658203125,-2.25,37.482421875,40.650390625,0.484375,,,,,,,
HIGH_ALONE_FOLLOW,35,10,OOS,128,1.0,0.5078125,2.537109375,0.5,37.482421875,40.650390625,0.484375,,,,,,,
HIGH_ALONE_LONG,35,15,OOS,128,1.0,0.515625,-4.234375,3.0,43.1796875,50.978515625,0.53125,,,,,,,
HIGH_ALONE_FOLLOW,35,15,OOS,128,1.0,0.5078125,0.6015625,2.0,43.1796875,50.978515625,0.53125,,,,,,,
HIGH_ALONE_LONG,35,30,OOS,128,1.0,0.53125,-2.46484375,2.75,57.796875,66.896484375,0.515625,,,,,,,
HIGH_ALONE_FOLLOW,35,30,OOS,128,1.0,0.5390625,5.97265625,3.0,57.796875,66.896484375,0.515625,,,,,,,
HIGH_ALONE_LONG,35,10,ALL,1172,1.0,0.507679180887372,-0.5443686006825939,0.25,14.078284982935154,15.583831058020477,0.47440273037542663,,,,,,,
HIGH_ALONE_FOLLOW,35,10,ALL,1169,0.9974402730375427,0.48075278015397777,0.29704875962360994,-0.25,14.104790419161677,15.599657827202737,0.47476475620188197,,,,,,,
HIGH_ALONE_LONG,35,15,ALL,1172,1.0,0.5247440273037542,-0.47248293515358364,0.75,17.04735494880546,18.914675767918087,0.49146757679180886,,,,,,,
HIGH_ALONE_FOLLOW,35,15,ALL,1169,0.9974402730375427,0.48588537211291705,-0.22112917023096665,-0.25,17.08147989734816,18.939050470487597,0.49187339606501285,,,,,,,
HIGH_ALONE_LONG,35,30,ALL,1172,1.0,0.5341296928327645,-0.11540102389078498,1.25,23.106868600682596,25.020264505119453,0.5059726962457338,,,,,,,
HIGH_ALONE_FOLLOW,35,30,ALL,1169,0.9974402730375427,0.47904191616766467,0.13152266894781864,-0.5,23.152908468776733,25.055816937553466,0.5064157399486741,,,,,,,
HIGH_ALONE_LONG,40,10,IS,821,1.0,0.5298416565164433,0.6979293544457978,0.75,7.720462850182704,7.547503045066992,0.5030450669914738,,,,,,,
HIGH_ALONE_FOLLOW,40,10,IS,819,0.997563946406821,0.4945054945054945,0.17277167277167277,0.0,7.724969474969475,7.557081807081807,0.503052503052503,,,,,,,
HIGH_ALONE_LONG,40,15,IS,821,1.0,0.5347137637028014,1.0264920828258222,0.75,9.1105359317905,8.87088915956151,0.5018270401948843,,,,,,,
HIGH_ALONE_FOLLOW,40,15,IS,819,0.997563946406821,0.4822954822954823,0.2078754578754579,-0.25,9.113858363858364,8.883089133089133,0.5018315018315018,,,,,,,
HIGH_ALONE_LONG,40,30,IS,821,1.0,0.535931790499391,0.48325213154689406,0.75,12.462545676004872,12.475639464068209,0.5213154689403167,,,,,,,
HIGH_ALONE_FOLLOW,40,30,IS,819,0.997563946406821,0.4896214896214896,0.6614774114774115,0.0,12.463675213675213,12.49053724053724,0.5213675213675214,,,,,,,
HIGH_ALONE_LONG,40,10,Validation,222,1.0,0.509009009009009,1.7747747747747749,0.75,26.161036036036037,25.63626126126126,0.5180180180180181,,,,,,,
HIGH_ALONE_FOLLOW,40,10,Validation,222,1.0,0.43243243243243246,-5.058558558558558,-2.5,26.161036036036037,25.63626126126126,0.5180180180180181,,,,,,,
HIGH_ALONE_LONG,40,15,Validation,222,1.0,0.545045045045045,2.0495495495495497,2.5,31.109234234234233,30.074324324324323,0.5135135135135135,,,,,,,
HIGH_ALONE_FOLLOW,40,15,Validation,222,1.0,0.4594594594594595,-5.617117117117117,-1.25,31.109234234234233,30.074324324324323,0.5135135135135135,,,,,,,
HIGH_ALONE_LONG,40,30,Validation,222,1.0,0.536036036036036,0.20045045045045046,3.375,42.91216216216216,43.00337837837838,0.5180180180180181,,,,,,,
HIGH_ALONE_FOLLOW,40,30,Validation,222,1.0,0.47297297297297297,-5.245495495495495,-2.0,42.91216216216216,43.00337837837838,0.5180180180180181,,,,,,,
HIGH_ALONE_LONG,40,10,OOS,131,1.0,0.4580152671755725,-7.57824427480916,-5.25,29.81297709923664,46.1793893129771,0.3893129770992366,,,,,,,
HIGH_ALONE_FOLLOW,40,10,OOS,131,1.0,0.5038167938931297,5.547709923664122,0.25,29.81297709923664,46.1793893129771,0.3893129770992366,,,,,,,
HIGH_ALONE_LONG,40,15,OOS,131,1.0,0.48854961832061067,-6.784351145038168,-1.0,36.81870229007634,54.19083969465649,0.4122137404580153,,,,,,,
HIGH_ALONE_FOLLOW,40,15,OOS,131,1.0,0.5343511450381679,7.269083969465649,5.75,36.81870229007634,54.19083969465649,0.4122137404580153,,,,,,,
HIGH_ALONE_LONG,40,30,OOS,131,1.0,0.5190839694656488,-5.015267175572519,6.75,52.152671755725194,70.11068702290076,0.4351145038167939,,,,,,,
HIGH_ALONE_FOLLOW,40,30,OOS,131,1.0,0.549618320610687,11.618320610687023,6.75,52.152671755725194,70.11068702290076,0.4351145038167939,,,,,,,
HIGH_ALONE_LONG,40,10,ALL,1174,1.0,0.5178875638841567,-0.021933560477001703,0.5,13.672700170357752,15.27874787052811,0.49318568994889267,,,,,,,
HIGH_ALONE_FOLLOW,40,10,ALL,1172,0.9982964224872232,0.48378839590443684,-0.21736348122866894,-0.25,13.686006825938566,15.29863481228669,0.4931740614334471,,,,,,,
HIGH_ALONE_LONG,40,15,ALL,1174,1.0,0.5315161839863713,0.348381601362862,0.75,16.362223168654175,17.93739352640545,0.4940374787052811,,,,,,,
HIGH_ALONE_FOLLOW,40,15,ALL,1172,0.9982964224872232,0.48378839590443684,-0.10622866894197952,-0.25,16.37691979522184,17.961390784982935,0.49402730375426623,,,,,,,
HIGH_ALONE_LONG,40,30,ALL,1174,1.0,0.5340715502555367,-0.18377342419080067,1.0,22.64927597955707,24.67951448040886,0.5110732538330494,,,,,,,
HIGH_ALONE_FOLLOW,40,30,ALL,1172,0.9982964224872232,0.4931740614334471,0.7672781569965871,0.0,22.66744880546075,24.71075085324232,0.5110921501706485,,,,,,,
HIGH_ALONE_LONG,45,10,IS,822,1.0,0.5413625304136253,0.6618004866180048,0.75,7.337591240875913,7.1262165450121655,0.551094890510949,,,,,,,
HIGH_ALONE_FOLLOW,45,10,IS,818,0.9951338199513382,0.4792176039119804,-0.2762836185819071,-0.25,7.3450488997555015,7.132640586797066,0.5513447432762836,,,,,,,
HIGH_ALONE_LONG,45,15,IS,822,1.0,0.5571776155717761,0.9525547445255474,1.25,8.990571776155718,8.674270072992702,0.5498783454987834,,,,,,,
HIGH_ALONE_FOLLOW,45,15,IS,818,0.9951338199513382,0.4889975550122249,-0.1995721271393643,0.0,8.996026894865526,8.68520782396088,0.5488997555012225,,,,,,,
HIGH_ALONE_LONG,45,30,IS,822,1.0,0.5523114355231143,-0.05656934306569343,1.5,12.19860097323601,12.60918491484185,0.5462287104622872,,,,,,,
HIGH_ALONE_FOLLOW,45,30,IS,818,0.9951338199513382,0.4743276283618582,-0.21026894865525672,-0.375,12.217909535452323,12.60177261613692,0.5464547677261614,,,,,,,
HIGH_ALONE_LONG,45,10,Validation,218,1.0,0.4954128440366973,0.42775229357798167,-0.125,23.638761467889907,24.087155963302752,0.48623853211009177,,,,,,,
HIGH_ALONE_FOLLOW,45,10,Validation,218,1.0,0.4954128440366973,-0.9392201834862385,-0.125,23.638761467889907,24.087155963302752,0.48623853211009177,,,,,,,
HIGH_ALONE_LONG,45,15,Validation,218,1.0,0.5045871559633027,0.2591743119266055,1.0,27.71330275229358,29.470183486238533,0.4541284403669725,,,,,,,
HIGH_ALONE_FOLLOW,45,15,Validation,218,1.0,0.5045871559633027,-1.1055045871559632,0.375,27.71330275229358,29.470183486238533,0.4541284403669725,,,,,,,
HIGH_ALONE_LONG,45,30,Validation,218,1.0,0.5137614678899083,-0.18692660550458715,1.25,39.15711009174312,42.91743119266055,0.5,,,,,,,
HIGH_ALONE_FOLLOW,45,30,Validation,218,1.0,0.47706422018348627,-1.6685779816513762,-3.0,39.15711009174312,42.91743119266055,0.5,,,,,,,
HIGH_ALONE_LONG,45,10,OOS,125,1.0,0.512,-3.976,1.0,38.372,44.294,0.48,,,,,,,
HIGH_ALONE_FOLLOW,45,10,OOS,125,1.0,0.52,-2.804,3.0,38.372,44.294,0.48,,,,,,,
HIGH_ALONE_LONG,45,15,OOS,125,1.0,0.44,-5.836,-6.5,45.412,53.628,0.488,,,,,,,
HIGH_ALONE_FOLLOW,45,15,OOS,125,1.0,0.48,-4.936,-2.25,45.412,53.628,0.488,,,,,,,
HIGH_ALONE_LONG,45,30,OOS,125,1.0,0.472,-6.614,-1.75,57.816,70.594,0.456,,,,,,,
HIGH_ALONE_FOLLOW,45,30,OOS,125,1.0,0.528,3.11,1.75,57.816,70.594,0.456,,,,,,,
HIGH_ALONE_LONG,45,10,ALL,1165,1.0,0.5296137339055794,0.1203862660944206,0.75,13.717811158798284,14.287982832618026,0.5313304721030043,,,,,,,
HIGH_ALONE_FOLLOW,45,10,ALL,1161,0.9965665236051502,0.48664944013781225,-0.6729112833763996,-0.25,13.74504737295435,14.3171834625323,0.5314384151593454,,,,,,,
HIGH_ALONE_LONG,45,15,ALL,1165,1.0,0.534763948497854,0.0944206008583691,1.0,16.401931330472102,17.389055793991417,0.5253218884120172,,,,,,,
HIGH_ALONE_FOLLOW,45,15,ALL,1161,0.9965665236051502,0.4909560723514212,-0.8796296296296297,0.0,16.431309216192936,17.426787252368648,0.524547803617571,,,,,,,
HIGH_ALONE_LONG,45,30,ALL,1165,1.0,0.5364806866952789,-0.784549356223176,1.25,22.13776824034335,24.50214592274678,0.5278969957081545,,,,,,,
HIGH_ALONE_FOLLOW,45,30,ALL,1161,0.9965665236051502,0.4806201550387597,-0.12661498708010335,-0.25,22.185615848406545,24.53789836347976,0.5279931093884582,,,,,,,
HIGH_ALONE_LONG,50,10,IS,821,1.0,0.5261875761266748,0.37728380024360536,0.5,6.859622411693057,6.8836784409257,0.51278928136419,,,,,,,
HIGH_ALONE_FOLLOW,50,10,IS,816,0.9939098660170523,0.47181372549019607,-0.3648897058823529,-0.25,6.888174019607843,6.896139705882353,0.5147058823529411,,,,,,,
HIGH_ALONE_LONG,50,15,IS,821,1.0,0.5140073081607796,-0.19701583434835565,0.5,8.348355663824604,8.564859926918393,0.51278928136419,,,,,,,
HIGH_ALONE_FOLLOW,50,15,IS,816,0.9939098660170523,0.4730392156862745,-0.20925245098039216,-0.375,8.386029411764707,8.584558823529411,0.5147058823529411,,,,,,,
HIGH_ALONE_LONG,50,30,IS,821,1.0,0.5420219244823387,-0.1559074299634592,0.75,11.302984165651644,12.340133982947625,0.5006090133982948,,,,,,,
HIGH_ALONE_FOLLOW,50,30,IS,816,0.9939098660170523,0.48284313725490197,-0.057291666666666664,-0.5,11.354166666666666,12.369485294117647,0.5024509803921569,,,,,,,
HIGH_ALONE_LONG,50,10,Validation,227,1.0,0.4977973568281938,0.6244493392070485,0.0,24.06057268722467,24.090308370044053,0.4801762114537445,,,,,,,
HIGH_ALONE_FOLLOW,50,10,Validation,226,0.9955947136563876,0.4911504424778761,-0.8075221238938053,-0.625,24.006637168141594,24.12721238938053,0.4778761061946903,,,,,,,
HIGH_ALONE_LONG,50,15,Validation,227,1.0,0.4933920704845815,-0.46916299559471364,0.0,29.058370044052865,29.949339207048457,0.4801762114537445,,,,,,,
HIGH_ALONE_FOLLOW,50,15,Validation,226,0.9955947136563876,0.504424778761062,0.9845132743362832,0.375,29.02654867256637,30.01216814159292,0.4778761061946903,,,,,,,
HIGH_ALONE_LONG,50,30,Validation,227,1.0,0.4713656387665198,-0.30176211453744495,-1.0,40.2852422907489,44.11123348017621,0.45374449339207046,,,,,,,
HIGH_ALONE_FOLLOW,50,30,Validation,226,0.9955947136563876,0.5221238938053098,-0.7013274336283186,1.0,40.30309734513274,44.23672566371681,0.45132743362831856,,,,,,,
HIGH_ALONE_LONG,50,10,OOS,122,1.0,0.5409836065573771,-2.5594262295081966,4.75,36.9405737704918,41.040983606557376,0.48360655737704916,,,,,,,
HIGH_ALONE_FOLLOW,50,10,OOS,122,1.0,0.4672131147540984,0.32172131147540983,-1.625,36.9405737704918,41.040983606557376,0.48360655737704916,,,,,,,
HIGH_ALONE_LONG,50,15,OOS,122,1.0,0.4918032786885246,-3.1844262295081966,-1.625,43.27663934426229,48.907786885245905,0.4672131147540984,,,,,,,
HIGH_ALONE_FOLLOW,50,15,OOS,122,1.0,0.5573770491803278,4.081967213114754,7.125,43.27663934426229,48.907786885245905,0.4672131147540984,,,,,,,
HIGH_ALONE_LONG,50,30,OOS,122,1.0,0.45901639344262296,-9.055327868852459,-7.125,55.0,67.94262295081967,0.4672131147540984,,,,,,,
HIGH_ALONE_FOLLOW,50,30,OOS,122,1.0,0.5245901639344263,7.030737704918033,4.875,55.0,67.94262295081967,0.4672131147540984,,,,,,,
HIGH_ALONE_LONG,50,10,ALL,1170,1.0,0.5222222222222223,0.11901709401709401,0.5,13.333547008547008,13.783760683760685,0.5034188034188034,,,,,,,
HIGH_ALONE_FOLLOW,50,10,ALL,1164,0.9948717948717949,0.47508591065292094,-0.3788659793814433,-0.25,13.36168384879725,13.820446735395189,0.5042955326460481,,,,,,,
