event_type,signal_time,split,year,band,normalized_up_move,entry,resistance,time_to_fail_min,fraction_below_60,max_extension_60_pts,horizon_min,long_return_pts,mfe_pts,mae_pts,positive_return,close_above_level
control,2010-07-18 18:29:00-04:00,IS,2010,<0.5,0.047619047619047616,1797.25,1864.0,1.0,1.0,-62.5,5,2.25,2.25,0.0,1,0
control,2010-07-18 18:29:00-04:00,IS,2010,<0.5,0.047619047619047616,1797.25,1864.0,1.0,1.0,-62.5,15,1.75,2.5,0.0,1,0
control,2010-07-18 18:29:00-04:00,IS,2010,<0.5,0.047619047619047616,1797.25,1864.0,1.0,1.0,-62.5,30,2.75,2.75,0.0,1,0
control,2010-07-18 18:29:00-04:00,IS,2010,<0.5,0.047619047619047616,1797.25,1864.0,1.0,1.0,-62.5,60,2.0,4.25,0.0,1,0
control,2010-07-19 08:29:00-04:00,IS,2010,1.0-1.5,1.2955465587044535,1809.25,1813.25,1.0,1.0,-4.0,1,-0.75,0.0,-0.75,0,0
control,2010-07-19 08:29:00-04:00,IS,2010,1.0-1.5,1.2955465587044535,1809.25,1813.25,1.0,1.0,-4.0,5,-0.75,0.0,-1.0,0,0
control,2010-07-19 08:29:00-04:00,IS,2010,1.0-1.5,1.2955465587044535,1809.25,1813.25,1.0,1.0,-4.0,15,-1.25,0.0,-2.5,0,0
control,2010-07-19 08:29:00-04:00,IS,2010,1.0-1.5,1.2955465587044535,1809.25,1813.25,1.0,1.0,-4.0,30,-3.0,0.0,-3.25,0,0
control,2010-07-19 08:29:00-04:00,IS,2010,1.0-1.5,1.2955465587044535,1809.25,1813.25,1.0,1.0,-4.0,60,-2.0,0.0,-4.0,0,0
break,2010-07-19 09:44:00-04:00,IS,2010,1.5+,2.5570776255707766,1814.5,1813.25,13.0,0.7666666666666667,5.0,1,1.75,3.5,0.0,1,1
break,2010-07-19 09:44:00-04:00,IS,2010,1.5+,2.5570776255707766,1814.5,1813.25,13.0,0.7666666666666667,5.0,5,1.75,3.5,0.0,1,1
break,2010-07-19 09:44:00-04:00,IS,2010,1.5+,2.5570776255707766,1814.5,1813.25,13.0,0.7666666666666667,5.0,15,-2.75,3.75,-3.5,0,0
break,2010-07-19 09:44:00-04:00,IS,2010,1.5+,2.5570776255707766,1814.5,1813.25,13.0,0.7666666666666667,5.0,30,-8.25,3.75,-11.25,0,0
break,2010-07-19 09:44:00-04:00,IS,2010,1.5+,2.5570776255707766,1814.5,1813.25,13.0,0.7666666666666667,5.0,60,-12.5,3.75,-17.0,0,0
control,2010-07-19 10:44:00-04:00,IS,2010,0.5-1.0,0.856269113149847,1802.0,1818.25,1.0,1.0,-9.75,1,0.0,0.25,-1.0,0,0
control,2010-07-19 10:44:00-04:00,IS,2010,0.5-1.0,0.856269113149847,1802.0,1818.25,1.0,1.0,-9.75,5,-5.0,0.25,-6.5,0,0
control,2010-07-19 10:44:00-04:00,IS,2010,0.5-1.0,0.856269113149847,1802.0,1818.25,1.0,1.0,-9.75,15,-4.75,0.25,-9.5,0,0
control,2010-07-19 10:44:00-04:00,IS,2010,0.5-1.0,0.856269113149847,1802.0,1818.25,1.0,1.0,-9.75,30,1.25,2.25,-9.5,1,0
control,2010-07-19 10:44:00-04:00,IS,2010,0.5-1.0,0.856269113149847,1802.0,1818.25,1.0,1.0,-9.75,60,2.25,6.5,-9.5,1,0
control,2010-07-19 20:29:00-04:00,IS,2010,<0.5,0.12269938650306748,1801.5,1821.25,1.0,0.08333333333333333,29.75,1,0.0,0.0,0.0,0,0
control,2010-07-19 20:29:00-04:00,IS,2010,<0.5,0.12269938650306748,1801.5,1821.25,1.0,0.08333333333333333,29.75,5,1.75,2.0,0.0,1,0
control,2010-07-19 20:29:00-04:00,IS,2010,<0.5,0.12269938650306748,1801.5,1821.25,1.0,0.08333333333333333,29.75,15,48.25,49.5,0.0,1,1
control,2010-07-19 20:29:00-04:00,IS,2010,<0.5,0.12269938650306748,1801.5,1821.25,1.0,0.08333333333333333,29.75,30,47.75,49.5,0.0,1,1
control,2010-07-19 20:29:00-04:00,IS,2010,<0.5,0.12269938650306748,1801.5,1821.25,1.0,0.08333333333333333,29.75,60,47.5,49.5,0.0,1,1
break,2010-07-20 20:29:00-04:00,IS,2010,<0.5,-0.20161290322580644,1846.75,1821.25,22.0,0.65,26.25,1,0.5,0.75,0.0,1,1
break,2010-07-20 20:29:00-04:00,IS,2010,<0.5,-0.20161290322580644,1846.75,1821.25,22.0,0.65,26.25,5,-0.5,0.75,-0.5,0,1
break,2010-07-20 20:29:00-04:00,IS,2010,<0.5,-0.20161290322580644,1846.75,1821.25,22.0,0.65,26.25,15,0.0,0.75,-0.75,0,1
break,2010-07-20 20:29:00-04:00,IS,2010,<0.5,-0.20161290322580644,1846.75,1821.25,22.0,0.65,26.25,30,-32.75,0.75,-34.25,0,0
break,2010-07-20 20:29:00-04:00,IS,2010,<0.5,-0.20161290322580644,1846.75,1821.25,22.0,0.65,26.25,60,-30.75,0.75,-34.25,0,0
control,2010-07-21 20:14:00-04:00,IS,2010,<0.5,0.11976047904191617,1818.25,1849.0,1.0,0.3333333333333333,4.5,1,0.0,0.25,0.0,0,0
control,2010-07-21 20:14:00-04:00,IS,2010,<0.5,0.11976047904191617,1818.25,1849.0,1.0,0.3333333333333333,4.5,5,-0.5,0.25,-0.75,0,0
control,2010-07-21 20:14:00-04:00,IS,2010,<0.5,0.11976047904191617,1818.25,1849.0,1.0,0.3333333333333333,4.5,15,-2.0,0.25,-3.0,0,0
control,2010-07-21 20:14:00-04:00,IS,2010,<0.5,0.11976047904191617,1818.25,1849.0,1.0,0.3333333333333333,4.5,30,32.75,33.5,-3.0,1,1
control,2010-07-21 20:14:00-04:00,IS,2010,<0.5,0.11976047904191617,1818.25,1849.0,1.0,0.3333333333333333,4.5,60,34.75,35.25,-3.0,1,1
break,2010-07-25 20:44:00-04:00,IS,2010,<0.5,-0.15706806282722513,1876.0,1849.0,,0.0,34.25,1,0.0,0.0,0.0,0,1
break,2010-07-25 20:44:00-04:00,IS,2010,<0.5,-0.15706806282722513,1876.0,1849.0,,0.0,34.25,5,0.25,0.5,0.0,1,1
break,2010-07-25 20:44:00-04:00,IS,2010,<0.5,-0.15706806282722513,1876.0,1849.0,,0.0,34.25,15,0.75,1.25,0.0,1,1
break,2010-07-25 20:44:00-04:00,IS,2010,<0.5,-0.15706806282722513,1876.0,1849.0,,0.0,34.25,30,2.75,3.0,0.0,1,1
break,2010-07-25 20:44:00-04:00,IS,2010,<0.5,-0.15706806282722513,1876.0,1849.0,,0.0,34.25,60,5.75,7.25,0.0,1,1
control,2010-07-26 03:44:00-04:00,IS,2010,<0.5,0.04291845493562232,1875.0,1879.0,1.0,1.0,-2.0,1,0.0,0.0,0.0,0,0
control,2010-07-26 03:44:00-04:00,IS,2010,<0.5,0.04291845493562232,1875.0,1879.0,1.0,1.0,-2.0,5,0.25,1.0,-0.75,1,0
control,2010-07-26 03:44:00-04:00,IS,2010,<0.5,0.04291845493562232,1875.0,1879.0,1.0,1.0,-2.0,15,0.5,1.0,-1.0,1,0
control,2010-07-26 03:44:00-04:00,IS,2010,<0.5,0.04291845493562232,1875.0,1879.0,1.0,1.0,-2.0,30,-2.5,2.0,-2.75,0,0
control,2010-07-26 03:44:00-04:00,IS,2010,<0.5,0.04291845493562232,1875.0,1879.0,1.0,1.0,-2.0,60,-2.25,2.0,-5.0,0,0
control,2010-07-26 09:59:00-04:00,IS,2010,0.5-1.0,0.9252669039145907,1872.0,1879.0,1.0,0.8333333333333334,2.25,1,2.5,3.25,0.0,1,0
control,2010-07-26 09:59:00-04:00,IS,2010,0.5-1.0,0.9252669039145907,1872.0,1879.0,1.0,0.8333333333333334,2.25,5,6.25,7.75,0.0,1,0
control,2010-07-26 09:59:00-04:00,IS,2010,0.5-1.0,0.9252669039145907,1872.0,1879.0,1.0,0.8333333333333334,2.25,15,8.25,9.25,0.0,1,1
control,2010-07-26 09:59:00-04:00,IS,2010,0.5-1.0,0.9252669039145907,1872.0,1879.0,1.0,0.8333333333333334,2.25,30,3.75,9.25,0.0,1,0
control,2010-07-26 09:59:00-04:00,IS,2010,0.5-1.0,0.9252669039145907,1872.0,1879.0,1.0,0.8333333333333334,2.25,60,7.25,9.25,-0.5,1,1
control,2010-08-01 18:14:00-04:00,IS,2010,<0.5,0.21201413427561838,1870.0,1888.25,1.0,1.0,-17.75,1,0.0,0.0,0.0,0,0
control,2010-08-01 18:14:00-04:00,IS,2010,<0.5,0.21201413427561838,1870.0,1888.25,1.0,1.0,-17.75,5,-0.5,0.5,-0.5,0,0
control,2010-08-01 18:14:00-04:00,IS,2010,<0.5,0.21201413427561838,1870.0,1888.25,1.0,1.0,-17.75,15,-2.5,0.5,-2.75,0,0
control,2010-08-01 18:14:00-04:00,IS,2010,<0.5,0.21201413427561838,1870.0,1888.25,1.0,1.0,-17.75,30,-2.5,0.5,-3.0,0,0
control,2010-08-01 18:14:00-04:00,IS,2010,<0.5,0.21201413427561838,1870.0,1888.25,1.0,1.0,-17.75,60,-1.25,0.5,-3.0,0,0
control,2010-08-02 03:29:00-04:00,IS,2010,0.5-1.0,0.9917355371900827,1876.5,1888.25,1.0,1.0,-4.75,1,0.5,0.5,-0.25,1,0
control,2010-08-02 03:29:00-04:00,IS,2010,0.5-1.0,0.9917355371900827,1876.5,1888.25,1.0,1.0,-4.75,5,-1.0,0.5,-1.0,0,0
control,2010-08-02 03:29:00-04:00,IS,2010,0.5-1.0,0.9917355371900827,1876.5,1888.25,1.0,1.0,-4.75,15,0.5,1.0,-1.0,1,0
control,2010-08-02 03:29:00-04:00,IS,2010,0.5-1.0,0.9917355371900827,1876.5,1888.25,1.0,1.0,-4.75,30,2.25,2.5,-1.0,1,0
control,2010-08-02 03:29:00-04:00,IS,2010,0.5-1.0,0.9917355371900827,1876.5,1888.25,1.0,1.0,-4.75,60,6.25,7.0,-1.0,1,0
control,2010-08-02 09:59:00-04:00,IS,2010,1.0-1.5,1.1522633744855966,1884.25,1886.25,,0.0,12.25,1,7.75,9.75,-0.25,1,1
control,2010-08-02 09:59:00-04:00,IS,2010,1.0-1.5,1.1522633744855966,1884.25,1886.25,,0.0,12.25,5,11.75,12.0,-0.25,1,1
control,2010-08-02 09:59:00-04:00,IS,2010,1.0-1.5,1.1522633744855966,1884.25,1886.25,,0.0,12.25,15,12.25,13.75,-0.25,1,1
control,2010-08-02 09:59:00-04:00,IS,2010,1.0-1.5,1.1522633744855966,1884.25,1886.25,,0.0,12.25,30,11.5,14.25,-0.25,1,1
control,2010-08-02 09:59:00-04:00,IS,2010,1.0-1.5,1.1522633744855966,1884.25,1886.25,,0.0,12.25,60,11.5,14.25,-0.25,1,1
break,2010-08-02 10:14:00-04:00,IS,2010,1.5+,4.117647058823529,1896.25,1886.25,,0.0,12.25,1,-0.25,1.25,-0.5,0,1
break,2010-08-02 10:14:00-04:00,IS,2010,1.5+,4.117647058823529,1896.25,1886.25,,0.0,12.25,5,0.0,2.25,-0.75,0,1
break,2010-08-02 10:14:00-04:00,IS,2010,1.5+,4.117647058823529,1896.25,1886.25,,0.0,12.25,15,-0.5,2.25,-1.25,0,1
break,2010-08-02 10:14:00-04:00,IS,2010,1.5+,4.117647058823529,1896.25,1886.25,,0.0,12.25,30,-1.5,2.25,-3.75,0,1
break,2010-08-02 10:14:00-04:00,IS,2010,1.5+,4.117647058823529,1896.25,1886.25,,0.0,12.25,60,-1.25,2.25,-3.75,0,1
break,2010-08-09 02:14:00-04:00,IS,2010,<0.5,0.4195804195804196,1908.25,1901.75,,0.0,6.75,1,0.0,0.25,0.0,0,1
break,2010-08-09 02:14:00-04:00,IS,2010,<0.5,0.4195804195804196,1908.25,1901.75,,0.0,6.75,5,0.0,0.25,-0.5,0,1
break,2010-08-09 02:14:00-04:00,IS,2010,<0.5,0.4195804195804196,1908.25,1901.75,,0.0,6.75,15,-1.0,0.25,-1.0,0,1
break,2010-08-09 02:14:00-04:00,IS,2010,<0.5,0.4195804195804196,1908.25,1901.75,,0.0,6.75,30,-2.25,0.25,-2.5,0,1
break,2010-08-09 02:14:00-04:00,IS,2010,<0.5,0.4195804195804196,1908.25,1901.75,,0.0,6.75,60,-2.5,0.25,-3.5,0,1
control,2010-08-09 02:59:00-04:00,IS,2010,<0.5,0.06410256410256411,1906.0,1908.75,1.0,0.5833333333333334,1.5,1,0.25,0.5,-0.25,1,0
control,2010-08-09 02:59:00-04:00,IS,2010,<0.5,0.06410256410256411,1906.0,1908.75,1.0,0.5833333333333334,1.5,5,-0.5,1.0,-0.5,0,0
control,2010-08-09 02:59:00-04:00,IS,2010,<0.5,0.06410256410256411,1906.0,1908.75,1.0,0.5833333333333334,1.5,15,-0.75,1.0,-1.25,0,0
control,2010-08-09 02:59:00-04:00,IS,2010,<0.5,0.06410256410256411,1906.0,1908.75,1.0,0.5833333333333334,1.5,30,0.0,1.0,-1.25,0,0
control,2010-08-09 02:59:00-04:00,IS,2010,<0.5,0.06410256410256411,1906.0,1908.75,1.0,0.5833333333333334,1.5,60,4.25,4.25,-1.25,1,1
control,2010-08-09 10:14:00-04:00,IS,2010,1.0-1.5,1.223021582733813,1909.25,1913.25,1.0,1.0,-2.0,1,0.5,1.0,0.0,1,0
control,2010-08-09 10:14:00-04:00,IS,2010,1.0-1.5,1.223021582733813,1909.25,1913.25,1.0,1.0,-2.0,5,-0.25,2.0,-0.25,0,0
control,2010-08-09 10:14:00-04:00,IS,2010,1.0-1.5,1.223021582733813,1909.25,1913.25,1.0,1.0,-2.0,15,-3.0,2.0,-3.75,0,0
control,2010-08-09 10:14:00-04:00,IS,2010,1.0-1.5,1.223021582733813,1909.25,1913.25,1.0,1.0,-2.0,30,-2.0,2.0,-3.75,0,0
control,2010-08-09 10:14:00-04:00,IS,2010,1.0-1.5,1.223021582733813,1909.25,1913.25,1.0,1.0,-2.0,60,0.25,2.0,-4.5,1,0
control,2010-08-09 11:44:00-04:00,IS,2010,0.5-1.0,0.8032128514056225,1911.5,1913.25,1.0,1.0,-1.0,1,0.25,0.25,0.0,1,0
control,2010-08-09 11:44:00-04:00,IS,2010,0.5-1.0,0.8032128514056225,1911.5,1913.25,1.0,1.0,-1.0,5,-0.5,0.75,-0.5,0,0
control,2010-08-09 11:44:00-04:00,IS,2010,0.5-1.0,0.8032128514056225,1911.5,1913.25,1.0,1.0,-1.0,15,-2.5,0.75,-2.75,0,0
control,2010-08-09 11:44:00-04:00,IS,2010,0.5-1.0,0.8032128514056225,1911.5,1913.25,1.0,1.0,-1.0,30,-0.75,0.75,-2.75,0,0
control,2010-08-09 11:44:00-04:00,IS,2010,0.5-1.0,0.8032128514056225,1911.5,1913.25,1.0,1.0,-1.0,60,-2.0,0.75,-4.25,0,0
control,2010-08-11 18:44:00-04:00,IS,2010,<0.5,0.43478260869565216,1819.0,1918.0,1.0,1.0,-95.75,1,0.0,0.0,0.0,0,0
control,2010-08-11 18:44:00-04:00,IS,2010,<0.5,0.43478260869565216,1819.0,1918.0,1.0,1.0,-95.75,5,1.0,1.0,-0.5,1,0
control,2010-08-11 18:44:00-04:00,IS,2010,<0.5,0.43478260869565216,1819.0,1918.0,1.0,1.0,-95.75,15,0.25,1.75,-0.5,1,0
control,2010-08-11 18:44:00-04:00,IS,2010,<0.5,0.43478260869565216,1819.0,1918.0,1.0,1.0,-95.75,30,1.0,1.75,-0.5,1,0
control,2010-08-11 18:44:00-04:00,IS,2010,<0.5,0.43478260869565216,1819.0,1918.0,1.0,1.0,-95.75,60,2.5,3.25,-0.5,1,0
control,2010-08-15 21:59:00-04:00,IS,2010,<0.5,0.18274111675126903,1812.0,1918.0,1.0,1.0,-103.75,1,0.25,0.25,0.0,1,0
control,2010-08-15 21:59:00-04:00,IS,2010,<0.5,0.18274111675126903,1812.0,1918.0,1.0,1.0,-103.75,5,0.0,0.25,-0.5,0,0
control,2010-08-15 21:59:00-04:00,IS,2010,<0.5,0.18274111675126903,1812.0,1918.0,1.0,1.0,-103.75,15,1.0,2.25,-0.5,1,0
control,2010-08-15 21:59:00-04:00,IS,2010,<0.5,0.18274111675126903,1812.0,1918.0,1.0,1.0,-103.75,30,0.25,2.25,-1.75,1,0
control,2010-08-15 21:59:00-04:00,IS,2010,<0.5,0.18274111675126903,1812.0,1918.0,1.0,1.0,-103.75,60,2.25,2.25,-1.75,1,0
control,2010-08-16 04:44:00-04:00,IS,2010,0.5-1.0,0.6162464985994397,1811.5,1826.25,1.0,1.0,-9.0,1,-0.75,0.0,-0.75,0,0
control,2010-08-16 04:44:00-04:00,IS,2010,0.5-1.0,0.6162464985994397,1811.5,1826.25,1.0,1.0,-9.0,5,-1.0,0.0,-1.25,0,0
control,2010-08-16 04:44:00-04:00,IS,2010,0.5-1.0,0.6162464985994397,1811.5,1826.25,1.0,1.0,-9.0,15,0.75,1.0,-1.25,1,0
control,2010-08-16 04:44:00-04:00,IS,2010,0.5-1.0,0.6162464985994397,1811.5,1826.25,1.0,1.0,-9.0,30,1.5,1.5,-2.0,1,0
control,2010-08-16 04:44:00-04:00,IS,2010,0.5-1.0,0.6162464985994397,1811.5,1826.25,1.0,1.0,-9.0,60,3.25,5.75,-2.0,1,0
control,2010-08-16 05:29:00-04:00,IS,2010,1.0-1.5,1.0666666666666667,1816.5,1825.25,1.0,1.0,-8.0,1,0.25,0.25,0.0,1,0
control,2010-08-16 05:29:00-04:00,IS,2010,1.0-1.5,1.0666666666666667,1816.5,1825.25,1.0,1.0,-8.0,5,0.25,0.75,0.0,1,0
control,2010-08-16 05:29:00-04:00,IS,2010,1.0-1.5,1.0666666666666667,1816.5,1825.25,1.0,1.0,-8.0,15,-1.75,0.75,-2.25,0,0
control,2010-08-16 05:29:00-04:00,IS,2010,1.0-1.5,1.0666666666666667,1816.5,1825.25,1.0,1.0,-8.0,30,-3.5,0.75,-4.75,0,0
control,2010-08-16 05:29:00-04:00,IS,2010,1.0-1.5,1.0666666666666667,1816.5,1825.25,1.0,1.0,-8.0,60,-2.5,0.75,-5.25,0,0
control,2010-08-16 08:44:00-04:00,IS,2010,1.5+,1.520912547528517,1813.75,1825.25,1.0,1.0,-8.25,1,0.25,0.5,0.0,1,0
control,2010-08-16 08:44:00-04:00,IS,2010,1.5+,1.520912547528517,1813.75,1825.25,1.0,1.0,-8.25,5,-0.5,1.0,-0.5,0,0
control,2010-08-16 08:44:00-04:00,IS,2010,1.5+,1.520912547528517,1813.75,1825.25,1.0,1.0,-8.25,15,-1.5,1.0,-1.5,0,0
control,2010-08-16 08:44:00-04:00,IS,2010,1.5+,1.520912547528517,1813.75,1825.25,1.0,1.0,-8.25,30,-2.25,1.0,-4.5,0,0
control,2010-08-16 08:44:00-04:00,IS,2010,1.5+,1.520912547528517,1813.75,1825.25,1.0,1.0,-8.25,60,2.0,3.25,-13.75,1,0
break,2010-08-16 10:14:00-04:00,IS,2010,0.5-1.0,0.7365439093484419,1821.25,1820.75,,0.0,9.5,1,2.25,2.5,-0.25,1,1
break,2010-08-16 10:14:00-04:00,IS,2010,0.5-1.0,0.7365439093484419,1821.25,1820.75,,0.0,9.5,5,3.5,4.75,-0.75,1,1
break,2010-08-16 10:14:00-04:00,IS,2010,0.5-1.0,0.7365439093484419,1821.25,1820.75,,0.0,9.5,15,3.5,5.0,-0.75,1,1
break,2010-08-16 10:14:00-04:00,IS,2010,0.5-1.0,0.7365439093484419,1821.25,1820.75,,0.0,9.5,30,7.75,9.0,-0.75,1,1
break,2010-08-16 10:14:00-04:00,IS,2010,0.5-1.0,0.7365439093484419,1821.25,1820.75,,0.0,9.5,60,4.0,9.0,-0.75,1,1
control,2010-08-16 19:59:00-04:00,IS,2010,<0.5,0.36363636363636365,1818.5,1833.25,1.0,0.5166666666666667,8.75,1,-0.25,0.0,-0.25,0,0
control,2010-08-16 19:59:00-04:00,IS,2010,<0.5,0.36363636363636365,1818.5,1833.25,1.0,0.5166666666666667,8.75,5,-0.5,0.0,-1.5,0,0
control,2010-08-16 19:59:00-04:00,IS,2010,<0.5,0.36363636363636365,1818.5,1833.25,1.0,0.5166666666666667,8.75,15,0.25,2.0,-1.5,1,0
control,2010-08-16 19:59:00-04:00,IS,2010,<0.5,0.36363636363636365,1818.5,1833.25,1.0,0.5166666666666667,8.75,30,1.5,2.5,-1.5,1,0
control,2010-08-16 19:59:00-04:00,IS,2010,<0.5,0.36363636363636365,1818.5,1833.25,1.0,0.5166666666666667,8.75,60,23.25,23.5,-1.5,1,1
break,2010-08-18 20:29:00-04:00,IS,2010,<0.5,0.05934718100890207,1839.5,1833.25,5.0,0.9333333333333333,6.5,1,0.0,0.0,0.0,0,1
break,2010-08-18 20:29:00-04:00,IS,2010,<0.5,0.05934718100890207,1839.5,1833.25,5.0,0.9333333333333333,6.5,5,-16.75,0.25,-17.75,0,0
break,2010-08-18 20:29:00-04:00,IS,2010,<0.5,0.05934718100890207,1839.5,1833.25,5.0,0.9333333333333333,6.5,15,-17.0,0.25,-17.75,0,0
break,2010-08-18 20:29:00-04:00,IS,2010,<0.5,0.05934718100890207,1839.5,1833.25,5.0,0.9333333333333333,6.5,30,-17.25,0.25,-17.75,0,0
break,2010-08-18 20:29:00-04:00,IS,2010,<0.5,0.05934718100890207,1839.5,1833.25,5.0,0.9333333333333333,6.5,60,-16.75,0.25,-18.25,0,0
control,2010-08-22 18:29:00-04:00,IS,2010,0.5-1.0,0.7106598984771574,1831.0,1840.0,1.0,1.0,-8.0,1,-0.75,0.0,-0.75,0,0
control,2010-08-22 18:29:00-04:00,IS,2010,0.5-1.0,0.7106598984771574,1831.0,1840.0,1.0,1.0,-8.0,5,-0.5,0.0,-0.75,0,0
control,2010-08-22 18:29:00-04:00,IS,2010,0.5-1.0,0.7106598984771574,1831.0,1840.0,1.0,1.0,-8.0,15,0.0,1.0,-1.0,0,0
control,2010-08-22 18:29:00-04:00,IS,2010,0.5-1.0,0.7106598984771574,1831.0,1840.0,1.0,1.0,-8.0,30,-0.5,1.0,-1.0,0,0
control,2010-08-22 18:29:00-04:00,IS,2010,0.5-1.0,0.7106598984771574,1831.0,1840.0,1.0,1.0,-8.0,60,-0.5,1.0,-1.75,0,0
control,2010-08-22 20:59:00-04:00,IS,2010,<0.5,0.14084507042253522,1830.25,1840.0,1.0,1.0,-7.0,1,0.0,0.0,0.0,0,0
control,2010-08-22 20:59:00-04:00,IS,2010,<0.5,0.14084507042253522,1830.25,1840.0,1.0,1.0,-7.0,5,-0.5,0.75,-1.0,0,0
control,2010-08-22 20:59:00-04:00,IS,2010,<0.5,0.14084507042253522,1830.25,1840.0,1.0,1.0,-7.0,15,-1.25,0.75,-2.0,0,0
control,2010-08-22 20:59:00-04:00,IS,2010,<0.5,0.14084507042253522,1830.25,1840.0,1.0,1.0,-7.0,30,-0.75,0.75,-2.25,0,0
control,2010-08-22 20:59:00-04:00,IS,2010,<0.5,0.14084507042253522,1830.25,1840.0,1.0,1.0,-7.0,60,2.5,2.75,-2.25,1,0
control,2010-08-23 09:29:00-04:00,IS,2010,1.5+,1.5,1838.75,1839.25,1.0,0.8,3.5,1,-3.75,0.75,-5.5,0,0
control,2010-08-23 09:29:00-04:00,IS,2010,1.5+,1.5,1838.75,1839.25,1.0,0.8,3.5,5,-2.75,0.75,-6.0,0,0
control,2010-08-23 09:29:00-04:00,IS,2010,1.5+,1.5,1838.75,1839.25,1.0,0.8,3.5,15,-1.25,1.5,-6.0,0,0
control,2010-08-23 09:29:00-04:00,IS,2010,1.5+,1.5,1838.75,1839.25,1.0,0.8,3.5,30,-0.75,4.0,-6.0,0,0
control,2010-08-23 09:29:00-04:00,IS,2010,1.5+,1.5,1838.75,1839.25,1.0,0.8,3.5,60,-17.75,4.0,-19.25,0,0
control,2010-08-30 03:44:00-04:00,IS,2010,<0.5,0.2347417840375587,1794.25,1820.5,1.0,1.0,-24.5,1,0.25,0.25,0.0,1,0
control,2010-08-30 03:44:00-04:00,IS,2010,<0.5,0.2347417840375587,1794.25,1820.5,1.0,1.0,-24.5,5,0.5,0.5,-0.25,1,0
control,2010-08-30 03:44:00-04:00,IS,2010,<0.5,0.2347417840375587,1794.25,1820.5,1.0,1.0,-24.5,15,1.5,1.75,-0.25,1,0
control,2010-08-30 03:44:00-04:00,IS,2010,<0.5,0.2347417840375587,1794.25,1820.5,1.0,1.0,-24.5,30,0.5,1.75,-0.25,1,0
control,2010-08-30 03:44:00-04:00,IS,2010,<0.5,0.2347417840375587,1794.25,1820.5,1.0,1.0,-24.5,60,-1.0,1.75,-1.5,0,0
control,2010-08-30 09:44:00-04:00,IS,2010,1.5+,2.2119815668202767,1794.75,1820.5,1.0,1.0,-22.5,1,1.5,2.0,-0.25,1,0
control,2010-08-30 09:44:00-04:00,IS,2010,1.5+,2.2119815668202767,1794.75,1820.5,1.0,1.0,-22.5,5,0.5,2.0,-0.75,1,0
control,2010-08-30 09:44:00-04:00,IS,2010,1.5+,2.2119815668202767,1794.75,1820.5,1.0,1.0,-22.5,15,2.25,3.0,-2.0,1,0
control,2010-08-30 09:44:00-04:00,IS,2010,1.5+,2.2119815668202767,1794.75,1820.5,1.0,1.0,-22.5,30,2.0,3.25,-2.0,1,0
control,2010-08-30 09:44:00-04:00,IS,2010,1.5+,2.2119815668202767,1794.75,1820.5,1.0,1.0,-22.5,60,-5.75,3.25,-8.25,0,0
control,2010-08-30 10:59:00-04:00,IS,2010,0.5-1.0,0.570264765784114,1792.25,1818.25,1.0,1.0,-25.25,1,-0.5,0.75,-0.5,0,0
control,2010-08-30 10:59:00-04:00,IS,2010,0.5-1.0,0.570264765784114,1792.25,1818.25,1.0,1.0,-25.25,5,-2.5,0.75,-3.25,0,0
control,2010-08-30 10:59:00-04:00,IS,2010,0.5-1.0,0.570264765784114,1792.25,1818.25,1.0,1.0,-25.25,15,-1.75,0.75,-3.25,0,0
control,2010-08-30 10:59:00-04:00,IS,2010,0.5-1.0,0.570264765784114,1792.25,1818.25,1.0,1.0,-25.25,30,-2.0,0.75,-4.75,0,0
control,2010-08-30 10:59:00-04:00,IS,2010,0.5-1.0,0.570264765784114,1792.25,1818.25,1.0,1.0,-25.25,60,-8.75,0.75,-10.5,0,0
break,2010-09-01 20:44:00-04:00,IS,2010,<0.5,-0.2898550724637681,1816.25,1790.75,,0.0,48.25,1,0.25,0.25,0.0,1,1
break,2010-09-01 20:44:00-04:00,IS,2010,<0.5,-0.2898550724637681,1816.25,1790.75,,0.0,48.25,5,0.0,0.25,-0.25,0,1
break,2010-09-01 20:44:00-04:00,IS,2010,<0.5,-0.2898550724637681,1816.25,1790.75,,0.0,48.25,15,0.0,0.5,-0.25,0,1
break,2010-09-01 20:44:00-04:00,IS,2010,<0.5,-0.2898550724637681,1816.25,1790.75,,0.0,48.25,30,0.0,0.5,-0.25,0,1
break,2010-09-01 20:44:00-04:00,IS,2010,<0.5,-0.2898550724637681,1816.25,1790.75,,0.0,48.25,60,21.5,22.75,-1.0,1,1
break,2010-09-06 03:14:00-04:00,IS,2010,<0.5,-0.31007751937984496,1870.5,1817.5,,0.0,54.0,1,0.25,0.25,0.0,1,1
break,2010-09-06 03:14:00-04:00,IS,2010,<0.5,-0.31007751937984496,1870.5,1817.5,,0.0,54.0,5,-0.5,0.25,-0.75,0,1
break,2010-09-06 03:14:00-04:00,IS,2010,<0.5,-0.31007751937984496,1870.5,1817.5,,0.0,54.0,15,-0.25,0.25,-1.0,0,1
break,2010-09-06 03:14:00-04:00,IS,2010,<0.5,-0.31007751937984496,1870.5,1817.5,,0.0,54.0,30,0.5,1.0,-1.0,1,1
break,2010-09-06 03:14:00-04:00,IS,2010,<0.5,-0.31007751937984496,1870.5,1817.5,,0.0,54.0,60,-2.25,1.0,-2.25,0,1
